prompt_idx,prompt_id,prompt_text,prompt_short,level,level_label,group_id,surface_family,cue_type,cue_set,relation_type,concept_route,cue_label,latent_state_target,correct_answer,incorrect_answer,physics_concept,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,has_alpha_keyword,has_beta_keyword,keyword_free,evidence_completeness,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
10,p0010,"Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer:","Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle h",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,5.179610252380371,True,True
11,p0011,"During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as it returns to the ground state. What is emitted? Answer:","During fluorescence emission, an excited molecule emits a massless electromagnet",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.797211170196533,True,True
12,p0012,The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particles. What are these neutral particles? Answer:,The mass number of a nucleus equals the total count of its protons plus its neut,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.734220504760742,True,True
13,p0013,Moderated reactors use water or graphite to slow down neutral particles emitted during fission so they can trigger further fission. What particles are moderated? Answer:,Moderated reactors use water or graphite to slow down neutral particles emitted ,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.11462116241455,True,True
14,p0014,Which electrically neutral nuclear particle prevents the nucleus from disintegrating due to proton-proton repulsion? Answer:,Which electrically neutral nuclear particle prevents the nucleus from disintegra,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.9751012325286865,True,True
15,p0015,Which particle in the nucleus carries zero electric charge? Answer:,Which particle in the nucleus carries zero electric charge? Answer:,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.128715991973877,True,True
16,p0016,"Which massless, chargeless particle is emitted or absorbed during atomic energy transitions? Answer:","Which massless, chargeless particle is emitted or absorbed during atomic energy ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.5003962516784668,True,True
17,p0017,"During nuclear de-excitation, the nucleus releases energy as a very high-energy discrete electromagnetic packet. What is this general class of particle? Answer:","During nuclear de-excitation, the nucleus releases energy as a very high-energy ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,0.7735161781311035,True,True
18,p0018,Which uncharged nuclear constituent mediates the strong force to hold protons together in the nucleus? Answer:,Which uncharged nuclear constituent mediates the strong force to hold protons to,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.65110445022583,True,True
19,p0019,"While electrons orbit outside the nucleus, which positively charged particle is confined to the nucleus? Answer:","While electrons orbit outside the nucleus, which positively charged particle is ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.5927066802978516,True,True
20,p0020,"Unlike the gluon (which is also massless but mediates the strong force and is confined), which massless boson mediates electromagnetism freely? Answer:",Unlike the gluon (which is also massless but mediates the strong force and is co,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,6.829303026199341,True,True
21,p0021,"In photoemission spectroscopy, light ejects negatively charged particles from a material and their energies reveal the electronic structure. What particles are ejected? Answer:","In photoemission spectroscopy, light ejects negatively charged particles from a ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,9.936484813690186,True,True
22,p0022,"Unlike the pion (a meson that mediates residual nuclear force), which stable positively charged particle is a permanent constituent of nuclei? Answer:","Unlike the pion (a meson that mediates residual nuclear force), which stable pos",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.5762619972229004,True,True
23,p0023,"Which particle, found in every nucleus, balances the negative charge of orbiting electrons in a neutral atom? Answer:","Which particle, found in every nucleus, balances the negative charge of orbiting",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,-0.6240963935852051,False,False
24,p0024,Chemical bonds between atoms form when tiny negatively charged particles are shared or transferred between nuclei. Which particle is transferred or shared? Answer:,Chemical bonds between atoms form when tiny negatively charged particles are sha,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.116416931152344,True,True
25,p0025,"Unlike the proton (a massive charged particle), which massless uncharged particle carries electromagnetic energy? Answer:","Unlike the proton (a massive charged particle), which massless uncharged particl",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.440845966339111,True,True
26,p0026,"Unlike alpha particles (charge +2), which single positively charged nuclear particle has charge +1? Answer:","Unlike alpha particles (charge +2), which single positively charged nuclear part",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.996039390563965,True,True
27,p0027,"Unlike the massless photon, which massive, positively charged nuclear particle is found in all nuclei? Answer:","Unlike the massless photon, which massive, positively charged nuclear particle i",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.4765748977661133,True,True
28,p0028,"In classical electrodynamics, Maxwell's equations predict electromagnetic waves; in quantum field theory these waves consist of massless force-carrying particles. What particles? Answer:","In classical electrodynamics, Maxwell's equations predict electromagnetic waves;",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,7.348634243011475,True,True
29,p0029,"Unlike the neutron, which atomic particle is electrically charged and negative? Answer:","Unlike the neutron, which atomic particle is electrically charged and negative? ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.568205118179321,True,True
30,p0030,Proton therapy for cancer treatment directs beams of positively charged nuclear particles at tumours. What are these particles? Answer:,Proton therapy for cancer treatment directs beams of positively charged nuclear ,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,5.5498552322387695,True,True
31,p0031,What is the negatively charged particle that surrounds the atomic nucleus? Answer:,What is the negatively charged particle that surrounds the atomic nucleus? Answe,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.376568794250488,True,True
32,p0032,Which constituent of an atom carries a single unit of negative electrical charge? Answer:,Which constituent of an atom carries a single unit of negative electrical charge,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.218399524688721,True,True
33,p0033,Which massive particle in the nucleus is positively charged? Answer:,Which massive particle in the nucleus is positively charged? Answer:,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.815616607666016,True,True
34,p0034,"In cavity QED, a single massless electromagnetic force carrier is trapped between two mirrors and coupled to a single atom. What particle is trapped? Answer:","In cavity QED, a single massless electromagnetic force carrier is trapped betwee",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,3.021859169006348,True,True
35,p0035,"In quantum key distribution, single discrete electromagnetic packets carry quantum information that cannot be intercepted without detection. What are these particles? Answer:","In quantum key distribution, single discrete electromagnetic packets carry quant",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.570777416229248,True,True
36,p0036,Which particle in the nucleus binds protons together via the strong force without adding to electromagnetic repulsion? Answer:,Which particle in the nucleus binds protons together via the strong force withou,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.15888261795044,True,True
37,p0037,"In prompt fission, several fast neutral particles are released per fission event and go on to trigger further fissions. What neutral particles are released? Answer:","In prompt fission, several fast neutral particles are released per fission event",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.100372314453125,True,True
38,p0038,"In muon-catalysed fusion, muons help bring two light nuclei together; the neutral particles inside those nuclei then fuse via the strong force. What neutral particles fuse? Answer:","In muon-catalysed fusion, muons help bring two light nuclei together; the neutra",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,1.147639274597168,True,True
39,p0039,"Neutrons add to atomic mass without changing the element; which positively charged particle, when added, changes the element itself? Answer:",Neutrons add to atomic mass without changing the element; which positively charg,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,5.914346694946289,True,True
40,p0040,"Unlike the muon (a lepton), which stable, positively charged baryon constitutes the nucleus alongside neutrons? Answer:","Unlike the muon (a lepton), which stable, positively charged baryon constitutes ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,-0.431004524230957,False,False
41,p0041,Which atomic particle orbits the nucleus and is negatively charged? Answer:,Which atomic particle orbits the nucleus and is negatively charged? Answer:,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.4742701053619385,True,True
42,p0042,"In field emission microscopy, a strong electric field extracts negatively charged particles from a sharp metal tip. What particles are extracted? Answer:","In field emission microscopy, a strong electric field extracts negatively charge",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.923805713653564,True,True
43,p0043,"In inverse Compton scattering, a low-energy discrete electromagnetic packet gains energy by scattering off a high-energy electron. What gains energy? Answer:","In inverse Compton scattering, a low-energy discrete electromagnetic packet gain",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,-0.2746038436889648,False,False
44,p0044,"In the r-process (rapid neutron capture), neutral nuclear particles are absorbed faster than beta decay can occur in neutron star mergers. What particles are captured rapidly? Answer:","In the r-process (rapid neutron capture), neutral nuclear particles are absorbed",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.656316995620728,True,True
45,p0045,"When a nucleus has too few neutral particles relative to protons, it undergoes positron emission to convert a proton to a neutral particle. What neutral particle is produced? Answer:","When a nucleus has too few neutral particles relative to protons, it undergoes p",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.502025127410889,True,True
46,p0046,Which uncharged particle makes up atomic nuclei alongside protons? Answer:,Which uncharged particle makes up atomic nuclei alongside protons? Answer:,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,10.304442882537842,True,True
47,p0047,"Unlike the massive carriers of the weak force, which zero-mass carrier transmits the electromagnetic force over infinite distances? Answer:","Unlike the massive carriers of the weak force, which zero-mass carrier transmits",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.064589500427246,True,True
48,p0048,"Unlike the muon (which is unstable and heavier), which stable, negatively charged particle is the lightest charged lepton? Answer:","Unlike the muon (which is unstable and heavier), which stable, negatively charge",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,10.01410150527954,True,True
49,p0049,Which particle represents a single quantum of electromagnetic energy? Answer:,Which particle represents a single quantum of electromagnetic energy? Answer:,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.8889589309692385,True,True
50,p0050,"While adding a proton would change the element entirely, adding which neutral nuclear particle merely changes the isotope while maintaining stability? Answer:","While adding a proton would change the element entirely, adding which neutral nu",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,11.935192227363586,True,True
51,p0051,"The periodic table organises elements by atomic number, which counts a specific positively charged particle in the nucleus. What is this particle? Answer:","The periodic table organises elements by atomic number, which counts a specific ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,4.032049179077148,True,True
52,p0052,"In beta-plus decay, a proton converts to a neutral nuclear particle, increasing the neutral-to-proton ratio for stability. What neutral particle is produced? Answer:","In beta-plus decay, a proton converts to a neutral nuclear particle, increasing ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.254312992095947,True,True
53,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,0.4686808586120605,True,False
54,p0054,"Ionic compounds form when one atom donates negatively charged particles to another, creating oppositely charged ions. What particles are donated? Answer:",Ionic compounds form when one atom donates negatively charged particles to anoth,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,7.245920181274414,True,True
55,p0055,Lightning discharges when negatively charged particles accumulate in storm clouds and suddenly flow to the ground. What particles flow? Answer:,Lightning discharges when negatively charged particles accumulate in storm cloud,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,7.225979804992676,True,True
56,p0056,The atomic nucleus contains positively charged particles and electrically neutral particles. The neutral ones contribute to mass but not charge. What are they? Answer:,The atomic nucleus contains positively charged particles and electrically neutra,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.782783508300781,True,True
57,p0057,Spontaneous fission of heavy elements releases neutral particles that play a role in nuclear chain reactions. What neutral particles are released? Answer:,Spontaneous fission of heavy elements releases neutral particles that play a rol,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.965892791748047,True,True
58,p0058,"In the photoelectric effect, each massless electromagnetic force carrier either has sufficient energy to free an electron or it does not. What carrier is involved? Answer:","In the photoelectric effect, each massless electromagnetic force carrier either ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.757591724395752,True,True
59,p0059,"While the neutrino is nearly massless and carries weak force signals, which massless particle carries electromagnetic energy? Answer:","While the neutrino is nearly massless and carries weak force signals, which mass",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,6.046154975891113,True,True
60,p0060,Alpha particles consist of two positively charged nuclear particles and two neutrons. What are the positively charged components? Answer:,Alpha particles consist of two positively charged nuclear particles and two neut,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.865948677062988,True,True
61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What are these neutral particles? Answer:,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.376859664916992,True,True
62,p0062,Medical X-ray imaging works because a beam of discrete electromagnetic energy packets penetrates soft tissue but is absorbed by bone. What are these packets? Answer:,Medical X-ray imaging works because a beam of discrete electromagnetic energy pa,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,0.0760307312011718,True,False
63,p0063,"When a hydrogen atom transitions from n=2 to n=1, it emits a single discrete packet of electromagnetic energy in the ultraviolet. What is this packet? Answer:","When a hydrogen atom transitions from n=2 to n=1, it emits a single discrete pac",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.349544048309326,True,True
64,p0064,"In particle physics detectors, the lightest stable positive track in a magnetic field identifies which nuclear particle? Answer:","In particle physics detectors, the lightest stable positive track in a magnetic ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.6801772117614746,True,True
65,p0065,Solar panels convert electromagnetic energy into electricity; the energy arrives in discrete packets absorbed by the semiconductor. What are these packets? Answer:,Solar panels convert electromagnetic energy into electricity; the energy arrives,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.403585433959961,True,True
66,p0066,"In linear accelerators (linacs), positively charged nuclear particles are accelerated through a series of hollow drift tubes. What are these particles? Answer:","In linear accelerators (linacs), positively charged nuclear particles are accele",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,2.306405067443848,True,True
67,p0067,"Unlike the gluon (which carries the strong force and is confined), which massless boson carries electromagnetic energy freely through space? Answer:","Unlike the gluon (which carries the strong force and is confined), which massles",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,6.598482608795166,True,True
68,p0068,"In a nuclear bomb, a supercritical mass allows neutral particles from fission to trigger a chain reaction. What particles propagate the chain? Answer:","In a nuclear bomb, a supercritical mass allows neutral particles from fission to",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,10.458972930908203,True,True
69,p0069,"In a photomultiplier tube, a single incoming discrete electromagnetic packet triggers a cascade of secondary emissions at each dynode. What packet arrives first? Answer:","In a photomultiplier tube, a single incoming discrete electromagnetic packet tri",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.3583693504333496,True,True
70,p0070,"Unlike the photon which mediates forces, which positively charged matter particle is found in every atomic nucleus? Answer:","Unlike the photon which mediates forces, which positively charged matter particl",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.2872700691223145,True,True
71,p0071,Moseley showed that atomic number equals the number of positively charged particles in the nucleus. Which particles are counted? Answer:,Moseley showed that atomic number equals the number of positively charged partic,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,2.8666486740112305,True,True
72,p0072,Protons are confined to the nucleus; which negatively charged particle exists in the region outside the nucleus? Answer:,Protons are confined to the nucleus; which negatively charged particle exists in,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,7.279839515686035,True,True
73,p0073,"Unlike the massless photon (which has no charge and no mass), which neutral particle has mass but zero electric charge? Answer:","Unlike the massless photon (which has no charge and no mass), which neutral part",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.00533390045166,True,True
74,p0074,"When two hydrogen-1 atoms collide and fuse in stellar interiors, their two positively charged nuclei merge. Each nucleus is a single what? Answer:","When two hydrogen-1 atoms collide and fuse in stellar interiors, their two posit",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.6603522300720215,True,True
75,p0075,"Unlike the electron (which has mass and charge), which massless particle mediates atomic energy transitions through emission and absorption? Answer:","Unlike the electron (which has mass and charge), which massless particle mediate",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.85789966583252,True,True
76,p0076,Which neutral nucleon allows heavy nuclei to exist without flying apart from proton repulsion? Answer:,Which neutral nucleon allows heavy nuclei to exist without flying apart from pro,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.221993923187256,True,True
77,p0077,"In Cherenkov radiation, a charged particle moving faster than light in a medium produces a cone of discrete electromagnetic packets. What packets are produced? Answer:","In Cherenkov radiation, a charged particle moving faster than light in a medium ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.3134212493896484,True,True
78,p0078,"During Hawking radiation (theoretical), a black hole emits discrete electromagnetic packets and other particles due to quantum vacuum fluctuations. What electromagnetic particles are emitted? Answer:","During Hawking radiation (theoretical), a black hole emits discrete electromagne",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.1507859230041504,True,True
79,p0079,"Unlike the pion (which mediates residual strong force between nucleons and has mass), which massless boson mediates electromagnetism? Answer:",Unlike the pion (which mediates residual strong force between nucleons and has m,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.40229868888855,True,True
80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral particle counteracts this without adding more charge? Answer:","While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.256889343261719,True,True
81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear particle experiences no electromagnetic self-repulsion? Answer:","Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.97156047821045,True,True
82,p0082,Photosynthesis captures discrete electromagnetic energy packets from sunlight to drive chemical reactions in chlorophyll. What are these packets? Answer:,Photosynthesis captures discrete electromagnetic energy packets from sunlight to,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,3.5834789276123047,True,True
83,p0083,"Unlike protons (which define the element), which nuclear particle creates different isotopes without changing the element? Answer:","Unlike protons (which define the element), which nuclear particle creates differ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,12.11819314956665,True,True
84,p0084,"Unlike the positron (antimatter), which stable, negatively charged particle surrounds the atomic nucleus? Answer:","Unlike the positron (antimatter), which stable, negatively charged particle surr",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,4.211554050445557,True,True
85,p0085,"Unlike the W+ boson (which mediates weak charged current interactions), which stable positively charged nuclear particle has charge +1 and long lifetime? Answer:","Unlike the W+ boson (which mediates weak charged current interactions), which st",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,4.037970066070557,True,True
86,p0086,"Unlike the alpha particle (positively charged), which neutral nuclear particle can be emitted or captured without changing the element's charge? Answer:","Unlike the alpha particle (positively charged), which neutral nuclear particle c",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,10.637618064880373,True,True
87,p0087,"In elastic scattering experiments, a beam of neutral nuclear particles bounces off nuclei without being absorbed, probing nuclear size. What neutral particles scatter? Answer:","In elastic scattering experiments, a beam of neutral nuclear particles bounces o",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,4.3522539138793945,True,True
88,p0088,"During a nuclear excursion, delayed neutral particles from fission products play a crucial role in reactor safety control. What particles are delayed? Answer:","During a nuclear excursion, delayed neutral particles from fission products play",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.22606372833252,True,True
89,p0089,Nuclear charge determines which element an atom is; the positive charge comes from specific particles in the nucleus. What are they? Answer:,Nuclear charge determines which element an atom is; the positive charge comes fr,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.290703773498535,True,True
90,p0090,"Unlike alpha particles (charge +2) and beta particles (charge −1), which nuclear particle has zero charge? Answer:","Unlike alpha particles (charge +2) and beta particles (charge −1), which nuclear",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.825218200683594,True,True
91,p0091,"In quantum optics, entangled pairs of discrete electromagnetic energy packets are produced for quantum communication. What are these paired particles? Answer:","In quantum optics, entangled pairs of discrete electromagnetic energy packets ar",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,3.4084205627441406,True,True
92,p0092,"In multiphoton ionisation, an atom absorbs several massless electromagnetic force carriers simultaneously to eject an electron. What are absorbed? Answer:","In multiphoton ionisation, an atom absorbs several massless electromagnetic forc",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.9145240783691406,True,True
93,p0093,"Unlike the proton, which nuclear particle can be added to a nucleus without changing the element's atomic number? Answer:","Unlike the proton, which nuclear particle can be added to a nucleus without chan",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.711501598358154,True,True
94,p0094,"X-rays are produced when fast negatively charged particles decelerate upon striking a metal target, emitting bremsstrahlung radiation. What are these particles? Answer:",X-rays are produced when fast negatively charged particles decelerate upon strik,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,7.804694652557373,True,True
95,p0095,"In neutron halo nuclei, extra neutral particles extend well beyond the nuclear core, forming a diffuse halo. What particles form the halo? Answer:","In neutron halo nuclei, extra neutral particles extend well beyond the nuclear c",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.169912338256836,True,True
