feature_id,layer,ranking_metric,rank,metric_value,community,role_label,prompt_idx,prompt_id,prompt_short,level,group_id,cue_label,latent_state_target,correct_answer,is_anchor,is_kw_variant,is_auxiliary,baseline_sign_diff,sign_correct
L10_F72085,10,abs_effect_size,2,6.78125,,,145,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,?,,,photon,False,False,False,4.448410987854004,True
L10_F72085,10,abs_effect_size,3,6.6875,,,288,p0288,"Unlike the phonon (a vibration quantum in a solid), which massless particle carr",AUX,?,,,photon,False,False,False,6.139462947845459,True
L10_F72085,10,abs_effect_size,4,5.9375,,,418,p0418,"Unlike matter particles (which have rest mass), which massless particle always t",AUX,?,,,photon,False,False,False,3.9562950134277344,True
L10_F72085,10,abs_effect_size,5,5.34375,,,75,p0075,"Unlike the electron (which has mass and charge), which massless particle mediate",AUX,?,,,photon,False,False,False,4.85789966583252,True
L10_F72085,10,abs_effect_size,6,5.28125,,,340,p0340,"Unlike massive charged particles like electrons and protons, which massless, unc",AUX,?,,,photon,False,False,False,4.579797744750977,True
L10_F72085,10,abs_effect_size,7,5.125,,,167,p0167,"Unlike the massive Z boson that mediates weak neutral currents, which massless b",AUX,?,,,photon,False,False,False,4.340040683746338,True
L10_F72085,10,abs_effect_size,8,4.90625,,,25,p0025,"Unlike the proton (a massive charged particle), which massless uncharged particl",AUX,?,,,photon,False,False,False,5.440845966339111,True
L10_F72085,10,abs_effect_size,9,4.6875,,,346,p0346,"Unlike the muon (a charged, massive lepton), which massless, chargeless boson ac",AUX,?,,,photon,False,False,False,4.823732376098633,True
L10_F72085,10,abs_effect_size,10,4.4375,,,408,p0408,"Unlike the Higgs boson (which gives mass to particles), which massless boson car",AUX,?,,,photon,False,False,False,5.537413120269775,True
L10_F9316,10,abs_effect_size,1,6.71875,,,145,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,?,,,photon,False,False,False,4.448410987854004,True
L10_F9316,10,abs_effect_size,2,6.6875,,,292,p0292,Unlike dark matter candidates (hypothetical massive particles that feel gravity ,AUX,?,,,photon,False,False,False,5.826063871383667,True
L10_F9316,10,abs_effect_size,3,6.375,,,288,p0288,"Unlike the phonon (a vibration quantum in a solid), which massless particle carr",AUX,?,,,photon,False,False,False,6.139462947845459,True
L10_F9316,10,abs_effect_size,4,6.1875,,,418,p0418,"Unlike matter particles (which have rest mass), which massless particle always t",AUX,?,,,photon,False,False,False,3.9562950134277344,True
L10_F9316,10,abs_effect_size,5,5.34375,,,75,p0075,"Unlike the electron (which has mass and charge), which massless particle mediate",AUX,?,,,photon,False,False,False,4.85789966583252,True
L10_F9316,10,abs_effect_size,6,5.0,,,167,p0167,"Unlike the massive Z boson that mediates weak neutral currents, which massless b",AUX,?,,,photon,False,False,False,4.340040683746338,True
L10_F9316,10,abs_effect_size,7,5.0,,,340,p0340,"Unlike massive charged particles like electrons and protons, which massless, unc",AUX,?,,,photon,False,False,False,4.579797744750977,True
L10_F9316,10,abs_effect_size,8,4.78125,,,25,p0025,"Unlike the proton (a massive charged particle), which massless uncharged particl",AUX,?,,,photon,False,False,False,5.440845966339111,True
L10_F9316,10,abs_effect_size,9,4.53125,,,346,p0346,"Unlike the muon (a charged, massive lepton), which massless, chargeless boson ac",AUX,?,,,photon,False,False,False,4.823732376098633,True
L10_F9316,10,abs_effect_size,10,4.5,,,408,p0408,"Unlike the Higgs boson (which gives mass to particles), which massless boson car",AUX,?,,,photon,False,False,False,5.537413120269775,True
L11_F134274,11,abs_effect_size,1,3.34375,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L11_F134274,11,abs_effect_size,2,3.21875,,,61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,?,,,neutron,False,False,False,6.376859664916992,True
L11_F134274,11,abs_effect_size,3,2.625,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L11_F134274,11,abs_effect_size,4,2.46875,,,12,p0012,The mass number of a nucleus equals the total count of its protons plus its neut,AUX,?,,,neutron,False,False,False,7.734220504760742,True
L11_F134274,11,abs_effect_size,5,2.40625,,,190,p0190,Carbon-12's stability comes partly from equal numbers of protons and neutral nuc,AUX,?,,,neutron,False,False,False,7.0172271728515625,True
L11_F134274,11,abs_effect_size,6,2.3125,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L11_F134274,11,abs_effect_size,7,2.25,,,186,p0186,"Unlike the electron, which massless particle is emitted when an atom undergoes a",AUX,?,,,photon,False,False,False,2.118959426879883,True
L11_F134274,11,abs_effect_size,8,2.125,,,133,p0133,"When a nucleus captures a neutral particle in a reactor, it may become an unstab",AUX,?,,,neutron,False,False,False,6.594324588775635,True
L11_F134274,11,abs_effect_size,9,2.03125,,,225,p0225,"In radiation therapy, high-energy discrete electromagnetic packets are directed ",AUX,?,,,photon,False,False,False,-0.3262643814086914,False
L11_F134274,11,abs_effect_size,10,2.0,,,16,p0016,"Which massless, chargeless particle is emitted or absorbed during atomic energy ",AUX,?,,,photon,False,False,False,1.5003962516784668,True
L11_F9723,11,abs_effect_size,1,3.5,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L11_F9723,11,abs_effect_size,2,3.09375,,,61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,?,,,neutron,False,False,False,6.376859664916992,True
L11_F9723,11,abs_effect_size,3,2.625,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L11_F9723,11,abs_effect_size,4,2.40625,,,12,p0012,The mass number of a nucleus equals the total count of its protons plus its neut,AUX,?,,,neutron,False,False,False,7.734220504760742,True
L11_F9723,11,abs_effect_size,5,2.28125,,,186,p0186,"Unlike the electron, which massless particle is emitted when an atom undergoes a",AUX,?,,,photon,False,False,False,2.118959426879883,True
L11_F9723,11,abs_effect_size,6,2.25,,,133,p0133,"When a nucleus captures a neutral particle in a reactor, it may become an unstab",AUX,?,,,neutron,False,False,False,6.594324588775635,True
L11_F9723,11,abs_effect_size,7,2.21875,,,190,p0190,Carbon-12's stability comes partly from equal numbers of protons and neutral nuc,AUX,?,,,neutron,False,False,False,7.0172271728515625,True
L11_F9723,11,abs_effect_size,8,2.125,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L11_F9723,11,abs_effect_size,9,2.0625,,,16,p0016,"Which massless, chargeless particle is emitted or absorbed during atomic energy ",AUX,?,,,photon,False,False,False,1.5003962516784668,True
L11_F9723,11,abs_effect_size,10,2.0,,,80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,?,,,neutron,False,False,False,8.256889343261719,True
L12_F100195,12,abs_effect_size,1,3.8125,,,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L12_F100195,12,abs_effect_size,2,2.96875,,,61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,?,,,neutron,False,False,False,6.376859664916992,True
L12_F100195,12,abs_effect_size,3,2.90625,,,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L12_F100195,12,abs_effect_size,4,2.5,,,395,p0395,James Chadwick discovered a neutral nuclear particle in 1932 by bombarding beryl,AUX,?,,,neutron,False,False,False,3.621847152709961,True
L12_F100195,12,abs_effect_size,5,2.375,,,291,p0291,"Radio antennas emit electromagnetic radiation; at the quantum level, the energy ",AUX,?,,,photon,False,False,False,4.377542018890381,True
L12_F100195,12,abs_effect_size,6,2.1875,,,343,p0343,Which constituent of atomic nuclei carries no electric charge? Answer:,AUX,?,,,neutron,False,False,False,6.5862767696380615,True
L12_F100195,12,abs_effect_size,7,1.96875,,,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L12_F100195,12,abs_effect_size,8,1.9375,,,228,p0228,Which massless particle carries a discrete packet of electromagnetic energy? Ans,AUX,?,,,photon,False,False,False,3.765594959259033,True
L12_F100195,12,abs_effect_size,9,1.9375,,,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L12_F100195,12,abs_effect_size,10,1.8125,,,240,p0240,"In Compton scattering, an X-ray interacts with an electron by exchanging a discr",AUX,?,,,photon,False,False,False,4.95566463470459,True
L12_F159359,12,abs_effect_size,1,3.9375,4.0,α-attr,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L12_F159359,12,abs_effect_size,2,3.0625,4.0,α-attr,61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,?,,,neutron,False,False,False,6.376859664916992,True
L12_F159359,12,abs_effect_size,3,2.90625,4.0,α-attr,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L12_F159359,12,abs_effect_size,4,2.8125,4.0,α-attr,395,p0395,James Chadwick discovered a neutral nuclear particle in 1932 by bombarding beryl,AUX,?,,,neutron,False,False,False,3.621847152709961,True
L12_F159359,12,abs_effect_size,5,2.3125,4.0,α-attr,291,p0291,"Radio antennas emit electromagnetic radiation; at the quantum level, the energy ",AUX,?,,,photon,False,False,False,4.377542018890381,True
L12_F159359,12,abs_effect_size,6,2.15625,4.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L12_F159359,12,abs_effect_size,7,1.875,4.0,α-attr,417,p0417,The weak force is short-range due to the mass of its force carriers; in contrast,AUX,?,,,photon,False,False,False,4.077683448791504,True
L12_F159359,12,abs_effect_size,8,1.8125,4.0,α-attr,228,p0228,Which massless particle carries a discrete packet of electromagnetic energy? Ans,AUX,?,,,photon,False,False,False,3.765594959259033,True
L12_F159359,12,abs_effect_size,9,1.8125,4.0,α-attr,240,p0240,"In Compton scattering, an X-ray interacts with an electron by exchanging a discr",AUX,?,,,photon,False,False,False,4.95566463470459,True
L12_F159359,12,abs_effect_size,10,1.75,4.0,α-attr,202,p0202,"In neutron activation, bombarding a stable nucleus with a neutral particle makes",AUX,?,,,neutron,False,False,False,7.845130205154419,True
L12_F50000,12,abs_effect_size,1,3.6875,3.0,α-attr,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L12_F50000,12,abs_effect_size,2,3.125,3.0,α-attr,395,p0395,James Chadwick discovered a neutral nuclear particle in 1932 by bombarding beryl,AUX,?,,,neutron,False,False,False,3.621847152709961,True
L12_F50000,12,abs_effect_size,3,2.78125,3.0,α-attr,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L12_F50000,12,abs_effect_size,4,2.75,3.0,α-attr,61,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,?,,,neutron,False,False,False,6.376859664916992,True
L12_F50000,12,abs_effect_size,5,2.25,3.0,α-attr,291,p0291,"Radio antennas emit electromagnetic radiation; at the quantum level, the energy ",AUX,?,,,photon,False,False,False,4.377542018890381,True
L12_F50000,12,abs_effect_size,6,1.9375,3.0,α-attr,343,p0343,Which constituent of atomic nuclei carries no electric charge? Answer:,AUX,?,,,neutron,False,False,False,6.5862767696380615,True
L12_F50000,12,abs_effect_size,7,1.9375,3.0,α-attr,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L12_F50000,12,abs_effect_size,8,1.9375,3.0,α-attr,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L12_F50000,12,abs_effect_size,9,1.8125,3.0,α-attr,228,p0228,Which massless particle carries a discrete packet of electromagnetic energy? Ans,AUX,?,,,photon,False,False,False,3.765594959259033,True
L12_F50000,12,abs_effect_size,10,1.78125,3.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L13_F132297,13,abs_effect_size,1,4.84375,,,312,p0312,"In nuclear medicine, radioactive isotopes with too few neutral particles relativ",AUX,?,,,neutron,False,False,False,4.960377216339111,True
L13_F132297,13,abs_effect_size,2,4.46875,,,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L13_F132297,13,abs_effect_size,3,3.78125,,,145,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,?,,,photon,False,False,False,4.448410987854004,True
L13_F132297,13,abs_effect_size,4,3.359375,,,148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,?,,,photon,False,False,False,-0.7653512954711914,False
L13_F132297,13,abs_effect_size,5,3.25,,,93,p0093,"Unlike the proton, which nuclear particle can be added to a nucleus without chan",AUX,?,,,neutron,False,False,False,8.711501598358154,True
L13_F132297,13,abs_effect_size,6,3.21875,,,418,p0418,"Unlike matter particles (which have rest mass), which massless particle always t",AUX,?,,,photon,False,False,False,3.9562950134277344,True
L13_F132297,13,abs_effect_size,7,3.0625,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L13_F132297,13,abs_effect_size,8,3.0,,,103,p0103,"Which nuclear particle, when counted, gives the atomic number of an element? Ans",AUX,?,,,proton,False,False,False,-0.3510103225708008,False
L13_F132297,13,abs_effect_size,9,3.0,,,270,p0270,Unlike electrons (which orbit the nucleus and can be transferred in chemical rea,AUX,?,,,neutron,False,False,False,4.724963665008545,True
L13_F132297,13,abs_effect_size,10,2.875,,,15,p0015,Which particle in the nucleus carries zero electric charge? Answer:,AUX,?,,,neutron,False,False,False,5.128715991973877,True
L13_F13278,13,abs_effect_size,1,4.59375,,,312,p0312,"In nuclear medicine, radioactive isotopes with too few neutral particles relativ",AUX,?,,,neutron,False,False,False,4.960377216339111,True
L13_F13278,13,abs_effect_size,2,4.25,,,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L13_F13278,13,abs_effect_size,3,3.53125,,,145,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,?,,,photon,False,False,False,4.448410987854004,True
L13_F13278,13,abs_effect_size,4,3.125,,,148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,?,,,photon,False,False,False,-0.7653512954711914,False
L13_F13278,13,abs_effect_size,5,3.125,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L13_F13278,13,abs_effect_size,6,3.0625,,,93,p0093,"Unlike the proton, which nuclear particle can be added to a nucleus without chan",AUX,?,,,neutron,False,False,False,8.711501598358154,True
L13_F13278,13,abs_effect_size,7,3.0625,,,418,p0418,"Unlike matter particles (which have rest mass), which massless particle always t",AUX,?,,,photon,False,False,False,3.9562950134277344,True
L13_F13278,13,abs_effect_size,8,3.03125,,,103,p0103,"Which nuclear particle, when counted, gives the atomic number of an element? Ans",AUX,?,,,proton,False,False,False,-0.3510103225708008,False
L13_F13278,13,abs_effect_size,9,3.0,,,196,p0196,Which particle in the nucleus is neutral? Answer:,AUX,?,,,neutron,False,False,False,4.731135845184326,True
L13_F13278,13,abs_effect_size,10,2.875,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L14_F18110,14,abs_effect_size,1,3.9375,,,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L14_F18110,14,abs_effect_size,2,3.40625,,,103,p0103,"Which nuclear particle, when counted, gives the atomic number of an element? Ans",AUX,?,,,proton,False,False,False,-0.3510103225708008,False
L14_F18110,14,abs_effect_size,3,3.3125,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L14_F18110,14,abs_effect_size,4,3.1875,,,312,p0312,"In nuclear medicine, radioactive isotopes with too few neutral particles relativ",AUX,?,,,neutron,False,False,False,4.960377216339111,True
L14_F18110,14,abs_effect_size,5,3.15625,,,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L14_F18110,14,abs_effect_size,6,2.4375,,,138,p0138,Which nuclear particle has zero charge but significant mass? Answer:,AUX,?,,,neutron,False,False,False,9.601098537445068,True
L14_F18110,14,abs_effect_size,7,2.421875,,,409,p0409,Which positively charged particle is found in every atomic nucleus? Answer:,AUX,?,,,proton,False,False,False,3.5273561477661133,True
L14_F18110,14,abs_effect_size,8,2.3125,,,33,p0033,Which massive particle in the nucleus is positively charged? Answer:,AUX,?,,,proton,False,False,False,1.815616607666016,True
L14_F18110,14,abs_effect_size,9,2.21875,,,320,p0320,Which massless boson is emitted when an atom undergoes a downward energy transit,AUX,?,,,photon,False,False,False,3.1731648445129395,True
L14_F18110,14,abs_effect_size,10,2.15625,,,243,p0243,Isotopes of an element have the same atomic number but different mass numbers be,AUX,?,,,neutron,False,False,False,5.39505672454834,True
L15_F131368,15,abs_effect_size,1,3.3125,,,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L15_F131368,15,abs_effect_size,2,3.0625,,,292,p0292,Unlike dark matter candidates (hypothetical massive particles that feel gravity ,AUX,?,,,photon,False,False,False,5.826063871383667,True
L15_F131368,15,abs_effect_size,3,3.046875,,,328,p0328,"Unlike the neutrino (which is very light and rarely interacts), which massive ne",AUX,?,,,neutron,False,False,False,1.5706934928894043,True
L15_F131368,15,abs_effect_size,4,2.40625,,,391,p0391,Which massless boson is the mediator of the electromagnetic interaction in the S,AUX,?,,,photon,False,False,False,3.2196531295776367,True
L15_F131368,15,abs_effect_size,5,2.40625,,,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L15_F131368,15,abs_effect_size,6,2.03125,,,346,p0346,"Unlike the muon (a charged, massive lepton), which massless, chargeless boson ac",AUX,?,,,photon,False,False,False,4.823732376098633,True
L15_F131368,15,abs_effect_size,7,2.0,,,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
L15_F131368,15,abs_effect_size,8,2.0,,,417,p0417,The weak force is short-range due to the mass of its force carriers; in contrast,AUX,?,,,photon,False,False,False,4.077683448791504,True
L15_F131368,15,abs_effect_size,9,1.9375,,,53,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,?,,,photon,False,False,False,0.4686808586120605,True
L15_F131368,15,abs_effect_size,10,1.9375,,,123,p0123,"Unlike the W+ boson (charged weak force mediator with significant mass), which m",AUX,?,,,photon,False,False,False,6.073936462402344,True
L15_F142865,15,abs_effect_size,1,3.3125,,,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L15_F142865,15,abs_effect_size,2,3.171875,,,328,p0328,"Unlike the neutrino (which is very light and rarely interacts), which massive ne",AUX,?,,,neutron,False,False,False,1.5706934928894043,True
L15_F142865,15,abs_effect_size,3,2.9375,,,292,p0292,Unlike dark matter candidates (hypothetical massive particles that feel gravity ,AUX,?,,,photon,False,False,False,5.826063871383667,True
L15_F142865,15,abs_effect_size,4,2.34375,,,391,p0391,Which massless boson is the mediator of the electromagnetic interaction in the S,AUX,?,,,photon,False,False,False,3.2196531295776367,True
L15_F142865,15,abs_effect_size,5,2.28125,,,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L15_F142865,15,abs_effect_size,6,2.03125,,,346,p0346,"Unlike the muon (a charged, massive lepton), which massless, chargeless boson ac",AUX,?,,,photon,False,False,False,4.823732376098633,True
L15_F142865,15,abs_effect_size,7,1.96875,,,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
L15_F142865,15,abs_effect_size,8,1.9375,,,53,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,?,,,photon,False,False,False,0.4686808586120605,True
L15_F142865,15,abs_effect_size,9,1.9375,,,417,p0417,The weak force is short-range due to the mass of its force carriers; in contrast,AUX,?,,,photon,False,False,False,4.077683448791504,True
L15_F142865,15,abs_effect_size,10,1.875,,,47,p0047,"Unlike the massive carriers of the weak force, which zero-mass carrier transmits",AUX,?,,,photon,False,False,False,4.064589500427246,True
L15_F45839,15,abs_effect_size,1,3.703125,3.0,α-attr,328,p0328,"Unlike the neutrino (which is very light and rarely interacts), which massive ne",AUX,?,,,neutron,False,False,False,1.5706934928894043,True
L15_F45839,15,abs_effect_size,2,3.5,3.0,α-attr,151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,?,,,photon,False,False,False,5.048319339752197,True
L15_F45839,15,abs_effect_size,3,2.75,3.0,α-attr,292,p0292,Unlike dark matter candidates (hypothetical massive particles that feel gravity ,AUX,?,,,photon,False,False,False,5.826063871383667,True
L15_F45839,15,abs_effect_size,4,2.53125,3.0,α-attr,443,p0443,Unlike the W and Z bosons (which give the weak force a short range due to their ,AUX,?,,,photon,False,False,False,5.592960834503174,True
L15_F45839,15,abs_effect_size,5,2.28125,3.0,α-attr,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
