experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,2,19,[135640],4.875,4.59375,-0.28125,0.28125,0.0576923075739645,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,20,"[145235, 89162, 115627]",4.875,4.75,-0.125,0.125,0.0256410255884286,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,21,"[45934, 23114]",4.875,5.03125,0.15625,0.15625,0.0320512819855358,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,22,"[41906, 78043, 156288, 99330]",4.875,4.96875,0.09375,0.09375,0.0192307691913215,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,23,"[90775, 5853, 61192, 40170, 70485, 23708, 92411, 83865]",4.875,4.09375,-0.78125,0.78125,0.1602564099276791,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,24,"[60321, 119196, 118673]",4.875,5.03125,0.15625,0.15625,0.0320512819855358,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,2,25,"[43384, 90133, 19816, 9878]",4.875,4.90625,0.03125,0.03125,0.0064102563971071,False,graph,,True,"""small"" is the antonym of", large, small,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,10,"[59805, 68612, 102028, 40520, 101190, 104215, 148569]",5.34375,5.875,0.53125,0.53125,0.0994152044923224,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,11,"[22932, 33438, 77813, 107358, 59878]",5.34375,5.03125,-0.3125,0.3125,0.0584795320543073,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,12,"[146578, 4447, 83869, 71563, 115685]",5.34375,4.8125,-0.53125,0.53125,0.0994152044923224,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,13,"[136136, 70603, 72758, 108154]",5.34375,4.5625,-0.78125,0.78125,0.1461988301357682,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,14,[41052],5.34375,4.25,-1.09375,1.09375,0.2046783621900755,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,15,"[125632, 27553, 39942]",5.34375,6.03125,0.6875,0.6875,0.128654970519476,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,16,[45664],5.34375,6.125,0.78125,0.78125,0.1461988301357682,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,17,[151157],5.34375,5.96875,0.625,0.625,0.1169590641086146,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,18,[152973],5.34375,5.6875,0.34375,0.34375,0.064327485259738,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,19,[135640],5.34375,6.09375,0.75,0.75,0.1403508769303375,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,20,"[89162, 115627, 145235]",5.34375,3.4375,-1.90625,1.90625,0.3567251455312746,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,21,"[45934, 23114]",5.34375,5.71875,0.375,0.375,0.0701754384651687,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,22,"[41906, 78043, 156288, 99330]",5.34375,4.21875,-1.125,1.125,0.2105263153955063,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,23,"[61192, 83865, 5853, 70485, 40170, 90775, 23708, 92411]",5.34375,3.9375,-1.40625,1.40625,0.2631578942443829,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,24,"[119196, 60321, 118673]",5.34375,3.5,-1.84375,1.84375,0.3450292391204131,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,3,25,"[43384, 9878, 90133, 19816]",5.34375,3.5625,-1.78125,1.78125,0.3333333327095517,False,graph,,True,"The opposite of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,10,"[68612, 59805, 101190, 148569, 104215, 40520, 102028]",6.375,6.1875,-0.1875,0.1875,0.0294117646597462,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,11,"[22932, 33438, 77813, 59878, 107358]",6.375,6.0625,-0.3125,0.3125,0.0490196077662437,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,12,"[146578, 4447, 83869, 71563, 115685]",6.375,5.8125,-0.5625,0.5625,0.0882352939792387,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,13,"[136136, 70603, 72758, 108154]",6.375,4.9375,-1.4375,1.4375,0.2254901957247212,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,14,[41052],6.375,6.09375,-0.28125,0.28125,0.0441176469896193,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,15,"[27553, 39942, 125632]",6.375,6.78125,0.40625,0.40625,0.0637254900961168,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,16,[45664],6.375,6.15625,-0.21875,0.21875,0.0343137254363706,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,17,[151157],6.375,7.28125,0.90625,0.90625,0.1421568625221068,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,18,[152973],6.375,6.09375,-0.28125,0.28125,0.0441176469896193,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,19,[135640],6.375,6.3125,-0.0625,0.0625,0.0098039215532487,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,20,"[145235, 115627, 89162]",6.375,4.6875,-1.6875,1.6875,0.2647058819377162,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,21,"[45934, 23114]",6.375,6.875,0.5,0.5,0.07843137242599,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,22,"[41906, 78043, 99330, 156288]",6.375,4.84375,-1.53125,1.53125,0.2401960780545944,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,23,"[5853, 40170, 83865, 90775, 70485, 23708, 61192, 92411]",6.375,3.0625,-3.3125,3.3125,0.5196078423221838,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,24,"[119196, 60321, 118673]",6.375,4.125,-2.25,2.25,0.352941175916955,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,4,25,"[43384, 90133, 19816, 9878]",6.375,3.0,-3.375,3.375,0.5294117638754325,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,10,"[68612, 101190, 59805, 102028, 148569, 40520, 104215]",6.875,8.875,2.0,2.0,0.2909090904859504,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,11,"[22932, 59878, 77813, 107358, 33438]",6.875,6.53125,-0.34375,0.34375,0.0499999999272727,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,12,"[83869, 115685, 4447, 146578, 71563]",6.875,6.9375,0.0625,0.0625,0.0090909090776859,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,13,"[136136, 70603, 72758, 108154]",6.875,5.15625,-1.71875,1.71875,0.2499999996363636,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,14,[41052],6.875,7.3125,0.4375,0.4375,0.0636363635438016,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,15,"[39942, 27553, 125632]",6.875,6.15625,-0.71875,0.71875,0.1045454543933884,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
ablation_zero,5,16,[45664],6.875,7.15625,0.28125,0.28125,0.0409090908495867,False,graph,,True,"""fast"" is the opposite of", slow, fast,zero,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260305-094855_multilingual_circuits_train_n48,2026-03-05T09:48:55.945765,True,True
