experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.concept_index,meta.template_idx,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,0,15,[39942],5.125,5.875,0.75,0.75,0.1463414631290898,False,graph,,True,L15_F39942,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,15,[27553],5.125,5.90625,0.78125,0.78125,0.1524390240928019,False,graph,,True,L15_F27553,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,16,[45664],5.125,5.5625,0.4375,0.4375,0.085365853491969,False,graph,,True,L16_F45664,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,17,[151157],5.125,5.75,0.625,0.625,0.1219512192742415,False,graph,,True,L17_F151157,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,18,[152973],5.125,5.90625,0.78125,0.78125,0.1524390240928019,False,graph,,True,L18_F152973,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,19,[135640],5.125,4.84375,-0.28125,0.28125,0.0548780486734086,False,graph,,True,L19_F135640,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,19,[125912],5.125,4.9375,-0.1875,0.1875,0.0365853657822724,False,graph,,True,L19_F125912,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,20,[145235],5.125,4.75,-0.375,0.375,0.0731707315645449,False,graph,,True,L20_F145235,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,20,[89162],5.125,4.78125,-0.34375,0.34375,0.0670731706008328,False,graph,,True,L20_F89162,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,20,[16317],5.125,4.78125,-0.34375,0.34375,0.0670731706008328,False,graph,,True,L20_F16317,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,20,[115627],5.125,4.625,-0.5,0.5,0.0975609754193932,False,graph,,True,L20_F115627,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,21,[86464],5.125,5.21875,0.09375,0.09375,0.0182926828911362,False,graph,,True,L21_F86464,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,21,[23114],5.125,5.21875,0.09375,0.09375,0.0182926828911362,False,graph,,True,L21_F23114,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,22,[41906],5.125,4.65625,-0.46875,0.46875,0.0914634144556811,False,graph,,True,L22_F41906,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,22,[78043],5.125,4.34375,-0.78125,0.78125,0.1524390240928019,False,graph,,True,L22_F78043,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,22,[156288],5.125,4.78125,-0.34375,0.34375,0.0670731706008328,False,graph,,True,L22_F156288,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,22,[99330],5.125,4.46875,-0.65625,0.65625,0.1280487802379536,False,graph,,True,L22_F99330,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[5853],5.125,5.375,0.25,0.25,0.0487804877096966,False,graph,,True,L23_F5853,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[61192],5.125,5.0,-0.125,0.125,0.0243902438548483,False,graph,,True,L23_F61192,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[90775],5.125,5.34375,0.21875,0.21875,0.0426829267459845,False,graph,,True,L23_F90775,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[40170],5.125,5.0625,-0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F40170,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[70485],5.125,5.1875,0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F70485,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,23,[83865],5.125,5.0625,-0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F83865,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,24,[60321],5.125,4.625,-0.5,0.5,0.0975609754193932,False,graph,,True,L24_F60321,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,24,[119196],5.125,4.375,-0.75,0.75,0.1463414631290898,False,graph,,True,L24_F119196,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,25,[43384],5.125,4.25,-0.875,0.875,0.1707317069839381,False,graph,,True,L25_F43384,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,25,[15948],5.125,4.375,-0.75,0.75,0.1463414631290898,False,graph,,True,L25_F15948,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,25,[9878],5.125,4.3125,-0.8125,0.8125,0.158536585056514,False,graph,,True,L25_F9878,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,25,[19816],5.125,4.3125,-0.8125,0.8125,0.158536585056514,False,graph,,True,L25_F19816,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,0,25,[90133],5.125,4.21875,-0.90625,0.90625,0.1768292679476502,False,graph,,True,L25_F90133,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[68612],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F68612,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[59805],6.65625,6.125,-0.53125,0.53125,0.0798122064528643,False,graph,,True,L10_F59805,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[148569],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F148569,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[101190],6.65625,6.21875,-0.4375,0.4375,0.0657276994317705,False,graph,,True,L10_F101190,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[104215],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F104215,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[40520],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F40520,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[143891],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F143891,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[102028],6.65625,6.15625,-0.5,0.5,0.0751173707791663,False,graph,,True,L10_F102028,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,10,[135728],6.65625,6.15625,-0.5,0.5,0.0751173707791663,False,graph,,True,L10_F135728,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,11,[22932],6.65625,6.4375,-0.21875,0.21875,0.0328638497158852,False,graph,,True,L11_F22932,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,11,[33438],6.65625,6.53125,-0.125,0.125,0.0187793426947915,False,graph,,True,L11_F33438,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,11,[77813],6.65625,6.53125,-0.125,0.125,0.0187793426947915,False,graph,,True,L11_F77813,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,11,[59878],6.65625,6.59375,-0.0625,0.0625,0.0093896713473957,False,graph,,True,L11_F59878,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,11,[107358],6.65625,6.34375,-0.3125,0.3125,0.0469483567369789,False,graph,,True,L11_F107358,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,12,[146578],6.65625,5.5,-1.15625,1.15625,0.1737089199268222,False,graph,,True,L12_F146578,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,12,[83869],6.65625,5.5625,-1.09375,1.09375,0.1643192485794264,False,graph,,True,L12_F83869,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,12,[115685],6.65625,5.4375,-1.21875,1.21875,0.183098591274218,False,graph,,True,L12_F115685,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,12,[71563],6.65625,5.625,-1.03125,1.03125,0.1549295772320306,False,graph,,True,L12_F71563,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,13,[70603],6.65625,6.1875,-0.46875,0.46875,0.0704225351054684,False,graph,,True,L13_F70603,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,13,[108154],6.65625,6.21875,-0.4375,0.4375,0.0657276994317705,False,graph,,True,L13_F108154,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,13,[72758],6.65625,6.21875,-0.4375,0.4375,0.0657276994317705,False,graph,,True,L13_F72758,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,14,[57525],6.65625,6.34375,-0.3125,0.3125,0.0469483567369789,False,graph,,True,L14_F57525,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,15,[39942],6.65625,6.78125,0.125,0.125,0.0187793426947915,False,graph,,True,L15_F39942,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,15,[27553],6.65625,6.78125,0.125,0.125,0.0187793426947915,False,graph,,True,L15_F27553,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,15,[125632],6.65625,6.78125,0.125,0.125,0.0187793426947915,False,graph,,True,L15_F125632,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,16,[45664],6.65625,6.3125,-0.34375,0.34375,0.0516431924106768,False,graph,,True,L16_F45664,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,17,[151157],6.65625,7.84375,1.1875,1.1875,0.1784037556005202,False,graph,,True,L17_F151157,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,18,[152973],6.65625,6.5,-0.15625,0.15625,0.0234741783684894,False,graph,,True,L18_F152973,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,19,[135640],6.65625,7.0,0.34375,0.34375,0.0516431924106768,False,graph,,True,L19_F135640,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,19,[125912],6.65625,7.0625,0.40625,0.40625,0.0610328637580726,False,graph,,True,L19_F125912,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,20,[145235],6.65625,6.9375,0.28125,0.28125,0.0422535210632811,False,graph,,True,L20_F145235,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,20,[16317],6.65625,6.84375,0.1875,0.1875,0.0281690140421874,False,graph,,True,L20_F16317,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,20,[115627],6.65625,6.84375,0.1875,0.1875,0.0281690140421874,False,graph,,True,L20_F115627,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
ablation_zero,1,20,[89162],6.65625,6.84375,0.1875,0.1875,0.0281690140421874,False,graph,,True,L20_F89162,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,multilingual_circuits,train,4b,48,20260313-122222_multilingual_circuits_train_n48,2026-03-13T12:22:22.845895,True,True
