experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,source_script,meta.template_idx,meta.language,behaviour,split,model_size,run_id,prep_timestamp
ablation_zero,22,16,[45664],6.105976104736328,6.499483108520508,0.3935070037841797,0.3935070037841797,0.06444620751700604,False,graph,,True,L16_F45664,2,"En français, le contraire de rapide est", lent, rapide,zero,11_ablation_supplement,5,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,23,16,[45664],-1.650320053100586,1.4657747745513916,3.1160948276519775,3.1160948276519775,1.8881760558600527,True,graph,,True,L16_F45664,2,Le contraire de rapide :, lent, rapide,zero,11_ablation_supplement,6,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,24,16,[45664],7.284223556518555,6.740350723266602,-0.5438728332519531,0.5438728332519531,0.07466448939758359,False,graph,,True,L16_F45664,3,"The opposite of ""new"" is", old, new,zero,11_ablation_supplement,0,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,25,16,[45664],9.138964653015137,8.505006790161133,-0.6339578628540039,0.6339578628540039,0.06936867426784073,False,graph,,True,L16_F45664,3,"The antonym of ""new"" is", old, new,zero,11_ablation_supplement,1,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,26,16,[45664],4.739812850952148,4.540921688079834,-0.19889116287231445,0.19889116287231445,0.04196181763015019,False,graph,,True,L16_F45664,3,"""new"" is the opposite of", old, new,zero,11_ablation_supplement,2,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,27,16,[45664],9.33936595916748,9.256059646606445,-0.08330631256103516,0.08330631256103516,0.008919910927150566,False,graph,,True,L16_F45664,3,"The contrary of ""new"" is", old, new,zero,11_ablation_supplement,4,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,28,16,[45664],8.131616592407227,6.7682318687438965,-1.36338472366333,1.36338472366333,0.1676646588649695,False,graph,,True,L16_F45664,3,"The word opposite to ""new"" is", old, new,zero,11_ablation_supplement,6,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,29,16,[45664],7.244073390960693,7.862717151641846,0.6186437606811523,0.6186437606811523,0.0853999851242685,False,graph,,True,L16_F45664,3,"""new"" is an antonym of", old, new,zero,11_ablation_supplement,7,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,30,16,[45664],-2.5924673080444336,-3.328714370727539,-0.7362470626831055,0.7362470626831055,0.2839947325694644,False,graph,,True,L16_F45664,3,Le contraire de nouveau est, vieux, nouveau,zero,11_ablation_supplement,0,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,31,16,[45664],-2.5240020751953125,-3.8481497764587402,-1.3241477012634277,1.3241477012634277,0.5246222691456146,False,graph,,True,L16_F45664,3,L'antonyme de nouveau est, vieux, nouveau,zero,11_ablation_supplement,1,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,32,16,[45664],-4.5857696533203125,-4.387681484222412,0.1980881690979004,0.1980881690979004,0.043196275356419726,False,graph,,True,L16_F45664,3,L'opposé de nouveau est, vieux, nouveau,zero,11_ablation_supplement,2,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,33,16,[45664],-4.122896671295166,-3.650516986846924,0.4723796844482422,0.4723796844482422,0.11457470826066127,False,graph,,True,L16_F45664,3,Le terme opposé de nouveau est, vieux, nouveau,zero,11_ablation_supplement,4,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,34,16,[45664],-3.6685447692871094,-3.8995933532714844,-0.231048583984375,0.231048583984375,0.0629809905248788,False,graph,,True,L16_F45664,3,Le contraire de nouveau :, vieux, nouveau,zero,11_ablation_supplement,6,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,35,16,[45664],-3.9130611419677734,-4.525186538696289,-0.6121253967285156,0.6121253967285156,0.15643133929064568,False,graph,,True,L16_F45664,3,L'antonyme de nouveau :, vieux, nouveau,zero,11_ablation_supplement,7,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,36,16,[45664],4.69098424911499,4.676233291625977,-0.014750957489013672,0.014750957489013672,0.003144533572107235,False,graph,,True,L16_F45664,4,"The opposite of ""empty"" is", full, empty,zero,11_ablation_supplement,0,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,37,16,[45664],2.116675853729248,1.4374923706054688,-0.6791834831237793,0.6791834831237793,0.3208726923012036,False,graph,,True,L16_F45664,4,"""empty"" is the antonym of", full, empty,zero,11_ablation_supplement,3,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,38,16,[45664],6.5357747077941895,6.108205795288086,-0.4275689125061035,0.4275689125061035,0.06541977515565395,False,graph,,True,L16_F45664,4,"The contrary of ""empty"" is", full, empty,zero,11_ablation_supplement,4,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,39,16,[45664],4.218630790710449,3.5088729858398438,-0.7097578048706055,0.7097578048706055,0.16824364074502013,False,graph,,True,L16_F45664,4,"""empty"" is the contrary of", full, empty,zero,11_ablation_supplement,5,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,40,16,[45664],4.9145026206970215,3.464693069458008,-1.4498095512390137,1.4498095512390137,0.2950063638552551,False,graph,,True,L16_F45664,4,"The word opposite to ""empty"" is", full, empty,zero,11_ablation_supplement,6,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,41,16,[45664],1.978691577911377,0.9789094924926758,-0.9997820854187012,0.9997820854187012,0.5052743396327009,False,graph,,True,L16_F45664,4,"""empty"" is an antonym of", full, empty,zero,11_ablation_supplement,7,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,42,16,[45664],3.002520799636841,2.848290205001831,-0.15423059463500977,0.15423059463500977,0.05136703603851597,False,graph,,True,L16_F45664,4,Le contraire de vide est, plein, vide,zero,11_ablation_supplement,0,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,43,16,[45664],4.203042984008789,3.8973121643066406,-0.30573081970214844,0.30573081970214844,0.07274035029809384,False,graph,,True,L16_F45664,4,Le mot opposé à vide est, plein, vide,zero,11_ablation_supplement,3,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,44,16,[45664],2.743846893310547,2.421262741088867,-0.3225841522216797,0.3225841522216797,0.11756638164923512,False,graph,,True,L16_F45664,4,Le terme opposé de vide est, plein, vide,zero,11_ablation_supplement,4,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,45,16,[45664],3.262849807739258,2.7438125610351562,-0.5190372467041016,0.5190372467041016,0.15907481977326457,False,graph,,True,L16_F45664,4,"En français, le contraire de vide est", plein, vide,zero,11_ablation_supplement,5,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,46,16,[45664],-0.037858009338378906,-0.635338306427002,-0.597480297088623,0.597480297088623,15.78213302043834,False,graph,,True,L16_F45664,4,Le contraire de vide :, plein, vide,zero,11_ablation_supplement,6,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,47,16,[45664],-2.072967529296875,-2.3409461975097656,-0.2679786682128906,0.2679786682128906,0.12927296888777415,False,graph,,True,L16_F45664,4,L'antonyme de vide :, plein, vide,zero,11_ablation_supplement,7,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,48,16,[45664],6.035304546356201,5.1765360832214355,-0.8587684631347656,0.8587684631347656,0.14229082478204624,False,graph,,True,L16_F45664,5,"The opposite of ""high"" is", low, high,zero,11_ablation_supplement,0,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,49,16,[45664],6.743363380432129,6.056593418121338,-0.686769962310791,0.686769962310791,0.10184383111923342,False,graph,,True,L16_F45664,5,"The antonym of ""high"" is", low, high,zero,11_ablation_supplement,1,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,50,16,[45664],7.400737762451172,7.647502422332764,0.2467646598815918,0.2467646598815918,0.033343251371526675,False,graph,,True,L16_F45664,5,"""high"" is the antonym of", low, high,zero,11_ablation_supplement,3,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,51,16,[45664],7.680254936218262,7.2399163246154785,-0.4403386116027832,0.4403386116027832,0.05733385345750858,False,graph,,True,L16_F45664,5,"The contrary of ""high"" is", low, high,zero,11_ablation_supplement,4,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,52,16,[45664],6.060846328735352,5.506634712219238,-0.5542116165161133,0.5542116165161133,0.09144129145365437,False,graph,,True,L16_F45664,5,"The word opposite to ""high"" is", low, high,zero,11_ablation_supplement,6,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,53,16,[45664],7.945594787597656,8.576969146728516,0.6313743591308594,0.6313743591308594,0.07946218945392922,False,graph,,True,L16_F45664,5,"""high"" is an antonym of", low, high,zero,11_ablation_supplement,7,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,54,16,[45664],7.347012519836426,7.255204200744629,-0.09180831909179688,0.09180831909179688,0.012496006876122873,False,graph,,True,L16_F45664,5,Le contraire de haut est, bas, haut,zero,11_ablation_supplement,0,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,55,16,[45664],5.015102386474609,5.179546356201172,0.1644439697265625,0.1644439697265625,0.03278975317476253,False,graph,,True,L16_F45664,5,L'antonyme de haut est, bas, haut,zero,11_ablation_supplement,1,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,56,16,[45664],5.7681779861450195,6.04008674621582,0.2719087600708008,0.2719087600708008,0.04713945378463051,False,graph,,True,L16_F45664,5,Le mot opposé à haut est, bas, haut,zero,11_ablation_supplement,3,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,57,16,[45664],6.633586883544922,6.756418228149414,0.12283134460449219,0.12283134460449219,0.018516580332130442,False,graph,,True,L16_F45664,5,Le terme opposé de haut est, bas, haut,zero,11_ablation_supplement,4,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,58,16,[45664],6.083771705627441,6.185291290283203,0.10151958465576172,0.10151958465576172,0.01668694839337699,False,graph,,True,L16_F45664,5,Le contraire de haut :, bas, haut,zero,11_ablation_supplement,6,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,59,16,[45664],2.9357166290283203,2.4239165782928467,-0.5118000507354736,0.5118000507354736,0.17433564395536214,False,graph,,True,L16_F45664,5,L'antonyme de haut :, bas, haut,zero,11_ablation_supplement,7,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,60,16,[45664],5.302768230438232,5.172732353210449,-0.1300358772277832,0.1300358772277832,0.02452226296373774,False,graph,,True,L16_F45664,6,"The opposite of ""long"" is", short, long,zero,11_ablation_supplement,0,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,61,16,[45664],6.87086296081543,6.149614334106445,-0.7212486267089844,0.7212486267089844,0.10497205806207296,False,graph,,True,L16_F45664,6,"The antonym of ""long"" is", short, long,zero,11_ablation_supplement,1,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,62,16,[45664],6.1832098960876465,6.231381893157959,0.0481719970703125,0.0481719970703125,0.007790774986125736,False,graph,,True,L16_F45664,6,"""long"" is the opposite of", short, long,zero,11_ablation_supplement,2,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,63,16,[45664],7.128917217254639,6.997335433959961,-0.13158178329467773,0.13158178329467773,0.018457471043656675,False,graph,,True,L16_F45664,6,"The contrary of ""long"" is", short, long,zero,11_ablation_supplement,4,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,64,16,[45664],6.525389194488525,5.893809795379639,-0.6315793991088867,0.6315793991088867,0.09678800441120834,False,graph,,True,L16_F45664,6,"The word opposite to ""long"" is", short, long,zero,11_ablation_supplement,6,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,65,16,[45664],7.929641246795654,8.515469551086426,0.5858283042907715,0.5858283042907715,0.07387828595508279,False,graph,,True,L16_F45664,6,"""long"" is an antonym of", short, long,zero,11_ablation_supplement,7,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,66,16,[45664],6.241944313049316,7.045485496520996,0.8035411834716797,0.8035411834716797,0.12873251376249598,False,graph,,True,L16_F45664,6,Le contraire de long est, court, long,zero,11_ablation_supplement,0,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,67,16,[45664],3.9590721130371094,4.1081342697143555,0.1490621566772461,0.1490621566772461,0.03765078080034989,False,graph,,True,L16_F45664,6,L'antonyme de long est, court, long,zero,11_ablation_supplement,1,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,68,16,[45664],-4.885538101196289,-4.636618614196777,0.24891948699951172,0.24891948699951172,0.05095027023309014,False,graph,,True,L16_F45664,6,L'opposé de long est, court, long,zero,11_ablation_supplement,2,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,69,16,[45664],6.506783485412598,6.966053009033203,0.45926952362060547,0.45926952362060547,0.07058318813656532,False,graph,,True,L16_F45664,6,Le terme opposé de long est, court, long,zero,11_ablation_supplement,4,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,70,16,[45664],-1.6196250915527344,-0.9812467098236084,0.638378381729126,0.638378381729126,0.3941519436301109,False,graph,,True,L16_F45664,6,Le contraire de long :, court, long,zero,11_ablation_supplement,6,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,71,16,[45664],2.019984245300293,1.7028905153274536,-0.31709372997283936,0.31709372997283936,0.15697831759866854,False,graph,,True,L16_F45664,6,L'antonyme de long :, court, long,zero,11_ablation_supplement,7,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,72,16,[45664],2.123847007751465,2.099003791809082,-0.024843215942382812,0.024843215942382812,0.011697271853734804,False,graph,,True,L16_F45664,7,"The opposite of ""clean"" is", dirty, clean,zero,11_ablation_supplement,0,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,73,16,[45664],5.041534900665283,5.173168182373047,0.13163328170776367,0.13163328170776367,0.02610976300675726,False,graph,,True,L16_F45664,7,"""clean"" is the opposite of", dirty, clean,zero,11_ablation_supplement,2,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,74,16,[45664],4.684776306152344,4.849391937255859,0.16461563110351562,0.16461563110351562,0.03513841856994278,False,graph,,True,L16_F45664,7,"The contrary of ""clean"" is", dirty, clean,zero,11_ablation_supplement,4,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,75,16,[45664],6.015619277954102,5.862979412078857,-0.15263986587524414,0.15263986587524414,0.0253739238752851,False,graph,,True,L16_F45664,7,"""clean"" is the contrary of", dirty, clean,zero,11_ablation_supplement,5,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,76,16,[45664],2.5221691131591797,0.9094362258911133,-1.6127328872680664,1.6127328872680664,0.6394229762229483,False,graph,,True,L16_F45664,7,"The word opposite to ""clean"" is", dirty, clean,zero,11_ablation_supplement,6,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,77,16,[45664],5.373626232147217,5.420982837677002,0.047356605529785156,0.047356605529785156,0.008812783657774865,False,graph,,True,L16_F45664,7,"""clean"" is an antonym of", dirty, clean,zero,11_ablation_supplement,7,en,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,78,16,[45664],-3.222696304321289,-3.5044174194335938,-0.2817211151123047,0.2817211151123047,0.08741782893422774,False,graph,,True,L16_F45664,7,Le contraire de propre est, sale, propre,zero,11_ablation_supplement,0,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,79,16,[45664],-3.826571464538574,-5.390823841094971,-1.5642523765563965,1.5642523765563965,0.4087869224355783,False,graph,,True,L16_F45664,7,L'opposé de propre est, sale, propre,zero,11_ablation_supplement,2,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
ablation_zero,80,16,[45664],-1.525536060333252,-1.916285514831543,-0.390749454498291,0.390749454498291,0.2561391120781118,False,graph,,True,L16_F45664,7,Le terme opposé de propre est, sale, propre,zero,11_ablation_supplement,4,fr,multilingual_circuits_b1,train,4b,20260404-032832_multilingual_circuits_b1_train_n96,2026-04-04T05:54:49.169476
