prompt_idx,path_rank,path_str,global_score,n_edges,terminal,path_direction,n_path_features,mean_feature_contrib,sign_agreement,prompt_score,prompt_path_rank
2,14,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,0.06221679,4,output_incorrect,incorrect,3,0.1875,1.0,0.06803258557402961,18
2,23,input → L15_F127839 → L16_F45664 → L17_F111317 → output_correct,0.04182424,4,output_correct,correct,3,0.005114078521728534,0.3333333333333333,0.041931185990648906,19
2,24,input → L15_F127839 → L16_F45664 → L17_F111317 → output_incorrect,0.04182424,4,output_incorrect,incorrect,3,0.005114078521728534,0.3333333333333333,0.041931185990648906,20
2,25,input → L13_F63127 → L14_F129011 → output_correct,0.04036909,3,output_correct,correct,2,0.0,0.5,0.04036909,21
2,26,input → L13_F63127 → L14_F129011 → output_incorrect,0.04036909,3,output_incorrect,incorrect,2,0.0,0.5,0.04036909,22
2,19,input → L22_F78043 → L23_F40170 → output_correct,0.04451554,3,output_correct,correct,2,-0.1875,0.5,0.040354391851605685,23
2,20,input → L22_F78043 → L23_F40170 → output_incorrect,0.04451554,3,output_incorrect,incorrect,2,-0.1875,0.5,0.040354391851605685,24
2,21,input → L16_F45664 → L17_F111317 → output_correct,0.04441795,3,output_correct,correct,2,-0.1954538822174072,0.0,0.040090886140527644,25
2,22,input → L16_F45664 → L17_F111317 → output_incorrect,0.04441795,3,output_incorrect,incorrect,2,-0.1954538822174072,0.0,0.040090886140527644,26
2,27,input → L23_F40170 → L24_F35447 → L25_F43384 → output_correct,0.03324356,4,output_correct,correct,3,0.15625,1.0,0.035835442071848536,27
2,28,input → L23_F40170 → L24_F35447 → L25_F43384 → output_incorrect,0.03324356,4,output_incorrect,incorrect,3,0.15625,1.0,0.035835442071848536,28
2,29,input → L23_F40170 → L24_F35447 → output_correct,0.03171978,3,output_correct,correct,2,0.203125,1.0,0.03493028900231482,29
2,30,input → L23_F40170 → L24_F35447 → output_incorrect,0.03171978,3,output_incorrect,incorrect,2,0.203125,1.0,0.03493028900231482,30
2,33,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.0235985,5,output_correct,correct,4,0.0194605588912964,0.5,0.02382811275309258,31
2,34,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.0235985,5,output_incorrect,incorrect,4,0.0194605588912964,0.5,0.02382811275309258,32
2,31,input → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.02506195,4,output_correct,correct,3,-0.1094692548116048,0.3333333333333333,0.02369156173744546,33
2,32,input → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.02506195,4,output_incorrect,incorrect,3,-0.1094692548116048,0.3333333333333333,0.02369156173744546,34
2,35,input → L16_F76227 → L17_F51924 → output_correct,0.02107192,3,output_correct,correct,2,0.0,0.5,0.02107192,35
2,36,input → L16_F76227 → L17_F51924 → output_incorrect,0.02107192,3,output_incorrect,incorrect,2,0.0,0.5,0.02107192,36
2,45,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.01758774,5,output_correct,correct,4,0.20469204584757486,1.0,0.01938151651515029,37
2,46,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.01758774,5,output_incorrect,incorrect,4,0.20469204584757486,1.0,0.01938151651515029,38
2,47,input → L22_F32734 → L23_F40170 → output_correct,0.01683747,3,output_correct,correct,2,0.28125,1.0,0.019189753845212654,39
2,48,input → L22_F32734 → L23_F40170 → output_incorrect,0.01683747,3,output_incorrect,incorrect,2,0.28125,1.0,0.019189753845212654,40
2,37,input → L17_F111317 → L18_F149556 → output_correct,0.0195753,3,output_correct,correct,2,-0.1389472484588623,0.5,0.01821751674622361,41
2,38,input → L17_F111317 → L18_F149556 → output_incorrect,0.0195753,3,output_incorrect,incorrect,2,-0.1389472484588623,0.5,0.01821751674622361,42
2,43,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01802209,5,output_correct,correct,4,0.005114078521728534,0.3333333333333333,0.018068173091255545,43
2,44,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01802209,5,output_incorrect,incorrect,4,0.005114078521728534,0.3333333333333333,0.018068173091255545,44
2,39,input → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01913972,4,output_correct,correct,3,-0.1954538822174072,0.0,0.017275185713919256,45
2,40,input → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01913972,4,output_incorrect,incorrect,3,-0.1954538822174072,0.0,0.017275185713919256,46
2,49,input → L19_F29102 → L20_F36426 → output_correct,0.01658861,3,output_correct,correct,2,0.0,0.5,0.01658861,47
2,50,input → L19_F29102 → L20_F36426 → output_incorrect,0.01658861,3,output_incorrect,incorrect,2,0.0,0.5,0.01658861,48
2,41,input → L21_F54492 → L22_F78043 → output_correct,0.01885264,3,output_correct,correct,2,-0.65625,0.0,0.012879463784421584,49
2,42,input → L21_F54492 → L22_F78043 → output_incorrect,0.01885264,3,output_incorrect,incorrect,2,-0.65625,0.0,0.012879463784421584,50
3,1,input → L24_F35447 → L25_F43384 → output_correct,0.48657305,3,output_correct,correct,2,0.265625,1.0,0.5508187300537989,1
3,2,input → L24_F35447 → L25_F43384 → output_incorrect,0.48657305,3,output_incorrect,incorrect,2,0.265625,1.0,0.5508187300537989,2
3,3,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.36089534,4,output_correct,correct,3,0.3333333333333333,1.0,0.42049374547017454,3
3,4,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.36089534,4,output_incorrect,incorrect,3,0.3333333333333333,1.0,0.42049374547017454,4
3,5,input → L23_F6889 → L24_F35447 → output_correct,0.34435303,3,output_correct,correct,2,0.4375,1.0,0.4185013075027217,5
3,6,input → L23_F6889 → L24_F35447 → output_incorrect,0.34435303,3,output_incorrect,incorrect,2,0.4375,1.0,0.4185013075027217,6
3,7,input → L24_F35447 → L25_F54011 → output_correct,0.12426887,3,output_correct,correct,2,0.25025153160095215,1.0,0.1397374638662651,7
3,8,input → L24_F35447 → L25_F54011 → output_incorrect,0.12426887,3,output_incorrect,incorrect,2,0.25025153160095215,1.0,0.1397374638662651,8
3,9,input → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.09217127,4,output_correct,correct,3,0.32308435440063477,1.0,0.10693263686936334,9
3,10,input → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.09217127,4,output_incorrect,incorrect,3,0.32308435440063477,1.0,0.10693263686936334,10
3,11,input → L24_F35447 → L25_F90133 → output_correct,0.08388308,3,output_correct,correct,2,0.265625,1.0,0.09495875613867479,11
3,12,input → L24_F35447 → L25_F90133 → output_incorrect,0.08388308,3,output_incorrect,incorrect,2,0.265625,1.0,0.09495875613867479,12
3,15,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.06886455,5,output_correct,correct,4,0.3333333333333333,1.0,0.08023687022286878,13
3,16,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.06886455,5,output_incorrect,incorrect,4,0.3333333333333333,1.0,0.08023687022286878,14
3,17,input → L22_F32734 → L23_F6889 → L24_F35447 → output_correct,0.06570802,4,output_correct,correct,3,0.4375,1.0,0.0798566874332861,15
3,18,input → L22_F32734 → L23_F6889 → L24_F35447 → output_incorrect,0.06570802,4,output_incorrect,incorrect,3,0.4375,1.0,0.0798566874332861,16
3,13,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,0.06221679,4,output_correct,correct,3,0.3333333333333333,1.0,0.07249129639144496,17
3,14,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,0.06221679,4,output_incorrect,incorrect,3,0.3333333333333333,1.0,0.07249129639144496,18
3,19,input → L22_F78043 → L23_F40170 → output_correct,0.04451554,3,output_correct,correct,2,0.078125,0.5,0.04625354437642254,19
3,20,input → L22_F78043 → L23_F40170 → output_incorrect,0.04451554,3,output_incorrect,incorrect,2,0.078125,0.5,0.04625354437642254,20
3,21,input → L16_F45664 → L17_F111317 → output_correct,0.04441795,3,output_correct,correct,2,0.029782533645629904,0.5,0.04507934065814035,21
3,22,input → L16_F45664 → L17_F111317 → output_incorrect,0.04441795,3,output_incorrect,incorrect,2,0.029782533645629904,0.5,0.04507934065814035,22
3,23,input → L15_F127839 → L16_F45664 → L17_F111317 → output_correct,0.04182424,4,output_correct,correct,3,0.07193835576375328,0.6666666666666666,0.04332797508258939,23
3,24,input → L15_F127839 → L16_F45664 → L17_F111317 → output_incorrect,0.04182424,4,output_incorrect,incorrect,3,0.07193835576375328,0.6666666666666666,0.04332797508258939,24
3,25,input → L13_F63127 → L14_F129011 → output_correct,0.04036909,3,output_correct,correct,2,0.0,0.5,0.04036909,25
3,26,input → L13_F63127 → L14_F129011 → output_incorrect,0.04036909,3,output_incorrect,incorrect,2,0.0,0.5,0.04036909,26
3,29,input → L23_F40170 → L24_F35447 → output_correct,0.03171978,3,output_correct,correct,2,0.515625,1.0,0.03972104230872559,27
3,30,input → L23_F40170 → L24_F35447 → output_incorrect,0.03171978,3,output_incorrect,incorrect,2,0.515625,1.0,0.03972104230872559,28
3,27,input → L23_F40170 → L24_F35447 → L25_F43384 → output_correct,0.03324356,4,output_correct,correct,3,0.3854166666666667,1.0,0.039571728945988885,29
3,28,input → L23_F40170 → L24_F35447 → L25_F43384 → output_incorrect,0.03324356,4,output_incorrect,incorrect,3,0.3854166666666667,1.0,0.039571728945988885,30
3,31,input → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.02506195,4,output_correct,correct,3,0.06152168909708661,0.6666666666666666,0.025832633682139554,31
3,32,input → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.02506195,4,output_incorrect,incorrect,3,0.06152168909708661,0.6666666666666666,0.025832633682139554,32
3,33,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.0235985,5,output_correct,correct,4,0.08520376682281496,0.75,0.024603232782518386,33
3,34,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.0235985,5,output_incorrect,incorrect,4,0.08520376682281496,0.75,0.024603232782518386,34
