experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.concept_index,meta.template_idx,meta.behaviour,meta.coefficient,meta.n_features,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,1,19,[54110],8.6875,6.5,-2.1875,2.1875,0.251798560861239,False,graph,,True,,-1,"Consider these particles: the electron, the proton, the neutron. Among them, which one has negative ", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,1,20,"[112825, 107702]",8.6875,5.25,-3.4375,3.4375,0.395683452781947,False,graph,,True,,-1,"Consider these particles: the electron, the proton, the neutron. Among them, which one has negative ", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,15,"[127839, 38259]",9.0625,9.0,-0.0625,0.0625,0.0068965517165279,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,16,[75293],9.0625,8.8125,-0.25,0.25,0.0275862068661117,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,17,[108105],9.0625,9.25,0.1875,0.1875,0.0206896551495838,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,18,"[20958, 132539]",9.0625,9.5625,0.5,0.5,0.0551724137322235,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,19,[54110],9.0625,8.1875,-0.875,0.875,0.0965517240313911,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,2,20,"[112825, 107702]",9.0625,7.25,-1.8125,1.8125,0.1999999997793103,False,graph,,True,,-1,"Which particle has negative electric charge — the proton, the electron, or the neutron? Answer:", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,15,"[127839, 38259]",4.875,5.25,0.375,0.375,0.076923076765286,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,16,[75293],4.875,3.625,-1.25,1.25,0.2564102558842867,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,17,[108105],4.875,6.375,1.5,1.5,0.307692307061144,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,18,"[20958, 132539]",4.875,6.875,2.0,2.0,0.4102564094148586,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,19,[54110],4.875,3.625,-1.25,1.25,0.2564102558842867,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,3,20,"[107702, 112825]",4.875,3.515625,-1.359375,1.359375,0.2788461532741617,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,15,"[127839, 38259]",6.25,6.875,0.625,0.625,0.09999999984,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,16,[75293],6.25,5.59375,-0.65625,0.65625,0.104999999832,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,17,[108105],6.25,6.75,0.5,0.5,0.079999999872,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,18,"[20958, 132539]",6.25,10.4375,4.1875,4.1875,0.669999998928,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,19,[54110],6.25,4.8125,-1.4375,1.4375,0.229999999632,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,4,20,"[112825, 107702]",6.25,3.375,-2.875,2.875,0.459999999264,False,graph,,True,,-1,Which particle has negative electric charge? Answer:, electron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,15,"[127839, 38259]",9.125,10.625,1.5,1.5,0.1643835614636892,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,16,[75293],9.125,7.96875,-1.15625,1.15625,0.1267123286282604,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,17,[108105],9.125,9.875,0.75,0.75,0.0821917807318446,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,18,"[20958, 132539]",9.125,10.875,1.75,1.75,0.1917808217076374,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,19,[54110],9.125,9.1875,0.0625,0.0625,0.006849315060987,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,5,20,"[112825, 107702]",9.125,7.6875,-1.4375,1.4375,0.1575342464027022,False,graph,,True,,-1,"The options are electron, neutron, and proton. Which particle has positive electric charge? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,15,"[38259, 127839]",9.75,10.25,0.5,0.5,0.0512820512294543,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,16,[75293],9.75,9.625,-0.125,0.125,0.0128205128073635,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,17,[108105],9.75,9.9375,0.1875,0.1875,0.0192307692110453,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,18,"[20958, 132539]",9.75,9.75,0.0,0.0,0.0,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,19,[54110],9.75,8.75,-1.0,1.0,0.1025641024589086,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,6,20,"[112825, 107702]",9.75,8.4375,-1.3125,1.3125,0.1346153844773175,False,graph,,True,,-1,"Consider these particles: the proton, the electron, the neutron. Among them, which one has positive ", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,15,"[127839, 38259]",8.875,8.375,-0.5,0.5,0.0563380281055346,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,16,[75293],8.875,9.0625,0.1875,0.1875,0.0211267605395754,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,17,[108105],8.875,8.375,-0.5,0.5,0.0563380281055346,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,18,"[20958, 132539]",8.875,9.875,1.0,1.0,0.1126760562110692,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,19,[54110],8.875,7.5,-1.375,1.375,0.1549295772902202,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,7,20,"[112825, 107702]",8.875,6.8125,-2.0625,2.0625,0.2323943659353302,False,graph,,True,,-1,"Which particle has positive electric charge — the electron, the proton, or the neutron? Answer:", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,15,"[127839, 38259]",9.625,9.625,0.0,0.0,0.0,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,16,[75293],9.625,9.4375,-0.1875,0.1875,0.0194805194602799,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,17,[108105],9.625,9.875,0.25,0.25,0.0259740259470399,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,18,"[20958, 132539]",9.625,11.375,1.75,1.75,0.1818181816292798,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,19,[54110],9.625,8.625,-1.0,1.0,0.1038961037881598,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,8,20,"[112825, 107702]",9.625,8.0625,-1.5625,1.5625,0.1623376621689998,False,graph,,True,,-1,"An atom consists of a nucleus containing protons and neutrons, with electrons orbiting outside. Amon", proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,15,"[127839, 38259]",7.5,7.75,0.25,0.25,0.0333333332888888,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,16,[75293],7.5,7.3125,-0.1875,0.1875,0.0249999999666666,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,17,[108105],7.5,8.5,1.0,1.0,0.1333333331555555,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,18,"[20958, 132539]",7.5,10.0625,2.5625,2.5625,0.3416666662111111,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,19,[54110],7.5,7.03125,-0.46875,0.46875,0.0624999999166666,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,9,20,"[112825, 107702]",7.5,5.96875,-1.53125,1.53125,0.2041666663944444,False,graph,,True,,-1,Which particle has positive electric charge? Answer:, proton, neutron,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,True,True
ablation_zero,10,15,"[127839, 38259]",13.0625,13.0625,0.0,0.0,0.0,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,10,16,[75293],13.0625,12.3125,-0.75,0.75,0.0574162678986286,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,10,17,[108105],13.0625,13.625,0.5625,0.5625,0.0430622009239715,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,10,18,"[20958, 132539]",13.0625,14.0,0.9375,0.9375,0.0717703348732858,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,10,19,[54110],13.0625,13.25,0.1875,0.1875,0.0143540669746571,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,10,20,"[112825, 107702]",13.0625,12.375,-0.6875,0.6875,0.0526315789070763,False,graph,,True,,-1,"The options are electron, proton, and neutron. Which particle has zero (neutral) electric charge? An", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,15,"[38259, 127839]",7.6875,8.875,1.1875,1.1875,0.1544715445145085,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,16,[75293],7.6875,8.1875,0.5,0.5,0.0650406503218983,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,17,[108105],7.6875,8.25,0.5625,0.5625,0.0731707316121356,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,18,"[20958, 132539]",7.6875,7.75,0.0625,0.0625,0.0081300812902372,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,19,[54110],7.6875,7.25,-0.4375,0.4375,0.056910569031661,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,11,20,"[112825, 107702]",7.6875,6.0,-1.6875,1.6875,0.2195121948364069,False,graph,,True,,-1,"Consider these particles: the neutron, the electron, the proton. Among them, which one has zero (neu", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
ablation_zero,12,15,"[127839, 38259]",5.5,5.34375,-0.15625,0.15625,0.028409090857438,False,graph,,True,,-1,"Which particle has zero (neutral) electric charge — the electron, the neutron, or the proton? Answer", neutron, proton,zero,,,,,,,,,,,,,,,,,,,physics_particle_candidate_selection,train,4b,311,20260505-113154_physics_particle_candidate_selection_train_n311,2026-05-05T11:31:54.274077,False,True
