prompt_idx,prompt_id,prompt_text,prompt_short,level,level_label,group_id,surface_family,cue_type,cue_set,relation_type,concept_route,cue_label,latent_state_target,correct_answer,incorrect_answer,physics_concept,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,has_alpha_keyword,has_beta_keyword,keyword_free,evidence_completeness,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
13,L1-A2-v02,A nucleus undergoes a decay process. The particle released has a mass number equal to four. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released has a mass number equ,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,2,L1-A2,,,False,False,False,False,False,True,single,True,1.072998046875,True,True
14,L1-A2-v03,A nucleus undergoes a decay process. The emitted particle contains a total of 4 nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains a total of 4 ,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,3,L1-A2,,,False,False,False,False,False,True,single,True,1.4526309967041016,True,True
15,L1-A2-v04,A nucleus undergoes a decay process. The emitted particle has atomic mass unit 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has atomic mass unit 4,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,4,L1-A2,,,False,False,False,False,False,True,single,True,1.450887680053711,True,True
16,L1-A2-v05,A nucleus undergoes a decay process. The mass number of the emitted particle is 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The mass number of the emitted particle is ,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,5,L1-A2,,,False,False,False,False,False,True,single,True,1.9176502227783203,True,True
17,L1-A2-v06,A nucleus undergoes a decay process. The emitted particle contains exactly 4 nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains exactly 4 nuc,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,6,L1-A2,,,False,False,False,False,False,True,single,True,1.330766677856445,True,True
18,L1-A2-v07,A nucleus undergoes a decay process. The total number of nucleons in the emitted particle is 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The total number of nucleons in the emitted,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,7,L1-A2,,,False,False,False,False,False,True,single,True,1.4531478881835938,True,True
19,L1-A2-v08,A nucleus undergoes a decay process. The emitted particle has a nucleon number of 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a nucleon number o,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,8,L1-A2,,,False,False,False,False,False,True,single,True,1.134012222290039,True,True
20,L1-A2-v09,A nucleus undergoes a decay process. The emitted particle consists of 4 nucleons in total. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle consists of 4 nucleons,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,9,L1-A2,,,False,False,False,False,False,True,single,True,1.3535804748535156,True,True
21,L1-A2-v10,A nucleus undergoes a decay process. The number of nucleons in the emitted particle is exactly four. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The number of nucleons in the emitted parti,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,10,L1-A2,,,False,False,False,False,False,True,single,True,1.4846935272216797,True,True
22,L1-A2-v11,A nucleus undergoes a decay process. The emitted particle has a mass equivalent to 4 nucleon masses. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a mass equivalent ,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,11,L1-A2,,,False,False,False,False,False,True,single,True,1.6359367370605469,True,True
23,L1-A2-v12,A nucleus undergoes a decay process. The emitted particle contains four nucleons total. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains four nucleons,1,atomic_cue,L1-A2,L1-A2,emitted_mass4,['emitted_mass4'],,,emitted_mass4,alpha,alpha,beta,alpha_decay,easy,1,12,L1-A2,,,False,False,False,False,False,True,single,True,1.6216135025024414,True,True
24,L1-A3-v01,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2 less than the parent nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,1,L1-A3,,,False,False,False,False,False,True,single,True,1.4700794219970703,True,True
25,L1-A3-v02,"A nucleus undergoes a decay process. After the decay, the product nucleus has Z reduced by 2. Is the decay type alpha or beta?","A nucleus undergoes a decay process. After the decay, the product nucleus has Z ",1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,2,L1-A3,,,False,False,False,False,False,True,single,True,1.4491186141967771,True,True
26,L1-A3-v03,A nucleus undergoes a decay process. The atomic number of the daughter nucleus is 2 fewer than that of the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The atomic number of the daughter nucleus i,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,3,L1-A3,,,False,False,False,False,False,True,single,True,1.3726692199707031,True,True
27,L1-A3-v04,A nucleus undergoes a decay process. The daughter element is 2 positions to the left of the parent on the periodic table. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter element is 2 positions to the ,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,4,L1-A3,,,False,False,False,False,False,True,single,True,0.8444499969482422,True,True
28,L1-A3-v05,A nucleus undergoes a decay process. The resulting nucleus has 2 fewer protons than the original nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The resulting nucleus has 2 fewer protons t,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,5,L1-A3,,,False,False,False,False,False,True,single,True,0.7452716827392578,True,True
29,L1-A3-v06,A nucleus undergoes a decay process. The product of this decay has a proton count decreased by 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The product of this decay has a proton coun,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,6,L1-A3,,,False,False,False,False,False,True,single,True,0.7514877319335938,True,True
30,L1-A3-v07,A nucleus undergoes a decay process. The daughter nucleus has a proton number 2 lower than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has a proton number 2 ,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,7,L1-A3,,,False,False,False,False,False,True,single,True,0.9805965423583984,True,True
31,L1-A3-v08,"A nucleus undergoes a decay process. After this decay, the element moves 2 positions to the left in the periodic table. Is the decay type alpha or beta?","A nucleus undergoes a decay process. After this decay, the element moves 2 posit",1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,8,L1-A3,,,False,False,False,False,False,True,single,True,1.2781505584716797,True,True
32,L1-A3-v09,A nucleus undergoes a decay process. The number of protons in the product nucleus is 2 less than in the original. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The number of protons in the product nucleu,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,9,L1-A3,,,False,False,False,False,False,True,single,True,1.05108642578125,True,True
33,L1-A3-v10,A nucleus undergoes a decay process. The atomic number decreases by 2 in this decay. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The atomic number decreases by 2 in this de,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,10,L1-A3,,,False,False,False,False,False,True,single,True,1.526473045349121,True,True
34,L1-A3-v11,A nucleus undergoes a decay process. The product nucleus contains 2 fewer protons than the parent nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The product nucleus contains 2 fewer proton,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,11,L1-A3,,,False,False,False,False,False,True,single,True,0.6348838806152344,True,True
35,L1-A3-v12,A nucleus undergoes a decay process. The daughter's atomic number is reduced by 2 compared to the parent's. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter's atomic number is reduced by ,1,atomic_cue,L1-A3,L1-A3,daughter_z_minus2,['daughter_z_minus2'],,,daughter_z_minus2,alpha,alpha,beta,alpha_decay,easy,2,12,L1-A3,,,False,False,False,False,False,True,single,True,1.399152755737305,True,True
36,L1-A4-v01,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 le,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,1,L1-A4,,,False,False,False,False,False,True,single,True,1.6583118438720703,True,True
37,L1-A4-v02,A nucleus undergoes a decay process. The mass number decreases by 4 during this decay. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The mass number decreases by 4 during this ,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,2,L1-A4,,,False,False,False,False,False,True,single,True,1.5680274963378906,True,True
38,L1-A4-v03,"A nucleus undergoes a decay process. After the decay, the product nucleus has 4 fewer nucleons than the parent. Is the decay type alpha or beta?","A nucleus undergoes a decay process. After the decay, the product nucleus has 4 ",1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,3,L1-A4,,,False,False,False,False,False,True,single,True,1.552631378173828,True,True
39,L1-A4-v04,A nucleus undergoes a decay process. The total nucleon count of the daughter nucleus is 4 less than that of the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The total nucleon count of the daughter nuc,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,4,L1-A4,,,False,False,False,False,False,True,single,True,1.4549446105957031,True,True
40,L1-A4-v05,A nucleus undergoes a decay process. The daughter nucleus has lost 4 nucleons compared to the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has lost 4 nucleons co,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,5,L1-A4,,,False,False,False,False,False,True,single,True,1.388387680053711,True,True
41,L1-A4-v06,A nucleus undergoes a decay process. The mass number of the product nucleus is 4 lower than that of the original. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The mass number of the product nucleus is 4,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,6,L1-A4,,,False,False,False,False,False,True,single,True,1.4589691162109375,True,True
42,L1-A4-v07,A nucleus undergoes a decay process. The decay results in a daughter nucleus with 4 fewer nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The decay results in a daughter nucleus wit,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,7,L1-A4,,,False,False,False,False,False,True,single,True,1.5524749755859375,True,True
43,L1-A4-v08,A nucleus undergoes a decay process. The mass number is reduced by 4 in this process. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The mass number is reduced by 4 in this pro,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,8,L1-A4,,,False,False,False,False,False,True,single,True,1.5737285614013672,True,True
44,L1-A4-v09,A nucleus undergoes a decay process. The product nucleus has a nucleon number 4 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The product nucleus has a nucleon number 4 ,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,9,L1-A4,,,False,False,False,False,False,True,single,True,1.2808723449707031,True,True
45,L1-A4-v10,A nucleus undergoes a decay process. The daughter has 4 fewer nucleons than the parent nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter has 4 fewer nucleons than the ,1,atomic_cue,L1-A4,L1-A4,daughter_a_minus4,['daughter_a_minus4'],,,daughter_a_minus4,alpha,alpha,beta,alpha_decay,easy,2,10,L1-A4,,,False,False,False,False,False,True,single,True,1.3787345886230469,True,True
46,L1-A5-v01,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,1,L1-A5,,,False,False,False,False,False,True,single,True,1.0669441223144531,True,True
47,L1-A5-v02,A nucleus undergoes a decay process. The particle released includes two protons in its composition. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released includes two protons ,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,2,L1-A5,,,False,False,False,False,False,True,single,True,1.0117874145507812,True,True
48,L1-A5-v03,A nucleus undergoes a decay process. The emitted particle has a proton count of 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a proton count of ,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,3,L1-A5,,,False,False,False,False,False,True,single,True,0.8352622985839844,True,True
49,L1-A5-v04,A nucleus undergoes a decay process. There are 2 protons in the emitted particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. There are 2 protons in the emitted particle,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,4,L1-A5,,,False,False,False,False,False,True,single,True,1.1009492874145508,True,True
50,L1-A5-v05,A nucleus undergoes a decay process. The emitted particle contains exactly two protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains exactly two p,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,5,L1-A5,,,False,False,False,False,False,True,single,True,1.1138038635253906,True,True
51,L1-A5-v06,A nucleus undergoes a decay process. The proton number of the emitted particle is 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The proton number of the emitted particle i,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,6,L1-A5,,,False,False,False,False,False,True,single,True,0.9772071838378906,True,True
52,L1-A5-v07,A nucleus undergoes a decay process. Two protons are contained within the emitted particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. Two protons are contained within the emitte,1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,7,L1-A5,,,False,False,False,False,False,True,single,True,1.427043914794922,True,True
53,L1-A5-v08,"A nucleus undergoes a decay process. The emitted particle is composed of, among other nucleons, exactly 2 protons. Is the decay type alpha or beta?","A nucleus undergoes a decay process. The emitted particle is composed of, among ",1,atomic_cue,L1-A5,L1-A5,emitted_2protons,['emitted_2protons'],,,emitted_2protons,alpha,alpha,beta,alpha_decay,easy,1,8,L1-A5,,,False,False,False,False,False,True,single,True,1.3931045532226562,True,True
54,L1-A6-v01,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. I,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,1,L1-A6,,,False,False,False,False,False,True,single,True,1.1294898986816406,True,True
55,L1-A6-v02,A nucleus undergoes a decay process. The particle released includes two neutrons in its composition. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released includes two neutrons,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,2,L1-A6,,,False,False,False,False,False,True,single,True,0.9671459197998048,True,True
56,L1-A6-v03,A nucleus undergoes a decay process. The emitted particle has a neutron count of 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a neutron count of,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,3,L1-A6,,,False,False,False,False,False,True,single,True,0.6768283843994141,True,True
57,L1-A6-v04,A nucleus undergoes a decay process. There are 2 neutrons in the emitted particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. There are 2 neutrons in the emitted particl,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,4,L1-A6,,,False,False,False,False,False,True,single,True,1.2050189971923828,True,True
58,L1-A6-v05,A nucleus undergoes a decay process. The emitted particle contains exactly two neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains exactly two n,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,5,L1-A6,,,False,False,False,False,False,True,single,True,1.0935993194580078,True,True
59,L1-A6-v06,A nucleus undergoes a decay process. The neutron number of the emitted particle is 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The neutron number of the emitted particle ,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,6,L1-A6,,,False,False,False,False,False,True,single,True,0.8614730834960938,True,True
60,L1-A6-v07,A nucleus undergoes a decay process. Two neutrons are contained within the emitted particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. Two neutrons are contained within the emitt,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,7,L1-A6,,,False,False,False,False,False,True,single,True,1.394474983215332,True,True
61,L1-A6-v08,"A nucleus undergoes a decay process. The emitted particle is composed of two neutrons, along with other nucleons. Is the decay type alpha or beta?",A nucleus undergoes a decay process. The emitted particle is composed of two neu,1,atomic_cue,L1-A6,L1-A6,emitted_2neutrons,['emitted_2neutrons'],,,emitted_2neutrons,alpha,alpha,beta,alpha_decay,easy,1,8,L1-A6,,,False,False,False,False,False,True,single,True,1.637899398803711,True,True
62,L1-B1-v01,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. I,1,atomic_cue,L1-B1,L1-B1,emitted_charge_minus1,['emitted_charge_minus1'],,,emitted_charge_minus1,beta,beta,alpha,beta_decay,easy,1,1,L1-B1,,,False,False,False,False,False,True,single,True,0.3984012603759765,True,False
63,L1-B1-v02,A nucleus undergoes a decay process. The emitted particle carries a single unit of negative electric charge. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle carries a single unit ,1,atomic_cue,L1-B1,L1-B1,emitted_charge_minus1,['emitted_charge_minus1'],,,emitted_charge_minus1,beta,beta,alpha,beta_decay,easy,1,2,L1-B1,,,False,False,False,False,False,True,single,True,1.0009536743164062,True,True
64,L1-B1-v03,A nucleus undergoes a decay process. The particle released has an electric charge of minus one elementary unit. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released has an electric charg,1,atomic_cue,L1-B1,L1-B1,emitted_charge_minus1,['emitted_charge_minus1'],,,emitted_charge_minus1,beta,beta,alpha,beta_decay,easy,1,3,L1-B1,,,False,False,False,False,False,True,single,True,0.930851936340332,True,True
65,L1-B1-v04,A nucleus undergoes a decay process. The emitted particle is negatively charged with a magnitude equal to the proton charge. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle is negatively charged ,1,atomic_cue,L1-B1,L1-B1,emitted_charge_minus1,['emitted_charge_minus1'],,,emitted_charge_minus1,beta,beta,alpha,beta_decay,easy,1,4,L1-B1,,,False,False,False,False,False,True,single,True,-0.1246604919433593,False,False
