feature_id,layer,ranking_metric,rank,metric_value,community,role_label,prompt_idx,prompt_id,prompt_short,level,group_id,cue_label,latent_state_target,correct_answer,is_anchor,is_kw_variant,is_auxiliary,baseline_sign_diff,sign_correct
L10_F35580,10,abs_effect_size,6,0.75,3,β-discrim,432,AUX-B9-v01,"A nucleus undergoes a decay process. The emitted particle leaves a longer, thinn",AUX,AUX-B9,,beta,beta,False,False,True,-0.1743030548095703,False
L10_F35580,10,abs_effect_size,7,0.6875,3,β-discrim,233,L2-BR1-v06,A nucleus undergoes a decay process. The decay shifts the element one place to t,2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.6579227447509766,True
L10_F35580,10,abs_effect_size,8,0.6875,3,β-discrim,259,L2-BR4-v04,A nucleus undergoes a decay process. The emitted particle has charge −1e and the,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2100200653076172,True
L10_F35580,10,abs_effect_size,9,0.6875,3,β-discrim,331,L2-GRAD-B-v04,A nucleus undergoes a decay process. The emitted particle is a lepton carrying −,2,L2-GRAD-B,,beta,beta,False,False,False,0.6412525177001953,True
L10_F35580,10,abs_effect_size,10,0.625,3,β-discrim,104,L1-B4-v07,A nucleus undergoes a decay process. An antineutrino is one of the particles pro,1,L1-B4,antineutrino_emitted,beta,beta,False,False,False,0.6475362777709961,True
L10_F68680,10,abs_effect_size,1,1.0625,3,β-attr,462,AUX-P5-v01,A nucleus undergoes a decay process. The emitted particle contains multiple nucl,AUX,AUX-P5,,alpha,alpha,False,False,True,1.894887924194336,True
L10_F68680,10,abs_effect_size,2,0.8125,3,β-attr,81,L1-B2-v08,"A nucleus undergoes a decay process. After this decay, the element moves 1 posit",1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,-0.1432151794433593,False
L10_F68680,10,abs_effect_size,3,0.8125,3,β-attr,229,L2-BR1-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and A rem",2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.7489938735961914,True
L10_F68680,10,abs_effect_size,4,0.8125,3,β-attr,233,L2-BR1-v06,A nucleus undergoes a decay process. The decay shifts the element one place to t,2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.6579227447509766,True
L10_F68680,10,abs_effect_size,5,0.8125,3,β-attr,258,L2-BR4-v03,A nucleus undergoes a decay process. A negatively charged particle is emitted an,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.9925098419189452,True
L10_F68680,10,abs_effect_size,6,0.75,3,β-attr,267,L2-BR5-v04,A nucleus undergoes a decay process. The particle released carries −1e of charge,2,L2-BR5,charge_plus_a_unchanged,beta,beta,False,False,False,0.8398571014404297,True
L10_F68680,10,abs_effect_size,7,0.6875,3,β-attr,104,L1-B4-v07,A nucleus undergoes a decay process. An antineutrino is one of the particles pro,1,L1-B4,antineutrino_emitted,beta,beta,False,False,False,0.6475362777709961,True
L10_F68680,10,abs_effect_size,8,0.6875,3,β-attr,259,L2-BR4-v04,A nucleus undergoes a decay process. The emitted particle has charge −1e and the,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2100200653076172,True
L10_F68680,10,abs_effect_size,9,0.6875,3,β-attr,304,CP-L2-06-v01,A nucleus undergoes a decay process. The emitted particle is hadronic with charg,2,CP-L2-06,,alpha,alpha,False,False,False,1.5241069793701172,True
L10_F68680,10,abs_effect_size,10,0.6875,3,β-attr,331,L2-GRAD-B-v04,A nucleus undergoes a decay process. The emitted particle is a lepton carrying −,2,L2-GRAD-B,,beta,beta,False,False,False,0.6412525177001953,True
L10_F80002,10,abs_effect_size,1,1.0625,0,β-discrim,462,AUX-P5-v01,A nucleus undergoes a decay process. The emitted particle contains multiple nucl,AUX,AUX-P5,,alpha,alpha,False,False,True,1.894887924194336,True
L10_F80002,10,abs_effect_size,2,0.78125,0,β-discrim,279,L2-BR7-v02,A nucleus undergoes a decay process. A neutron transforms into a proton within t,2,L2-BR7,n_to_p_plus_z_plus1,beta,beta,False,False,False,3.089822769165039,True
L10_F80002,10,abs_effect_size,3,0.75,0,β-discrim,81,L1-B2-v08,"A nucleus undergoes a decay process. After this decay, the element moves 1 posit",1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,-0.1432151794433593,False
L10_F80002,10,abs_effect_size,4,0.75,0,β-discrim,229,L2-BR1-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and A rem",2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.7489938735961914,True
L10_F80002,10,abs_effect_size,5,0.75,0,β-discrim,233,L2-BR1-v06,A nucleus undergoes a decay process. The decay shifts the element one place to t,2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.6579227447509766,True
L10_F80002,10,abs_effect_size,6,0.75,0,β-discrim,258,L2-BR4-v03,A nucleus undergoes a decay process. A negatively charged particle is emitted an,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.9925098419189452,True
L10_F80002,10,abs_effect_size,7,0.75,0,β-discrim,259,L2-BR4-v04,A nucleus undergoes a decay process. The emitted particle has charge −1e and the,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2100200653076172,True
L10_F80002,10,abs_effect_size,8,0.75,0,β-discrim,267,L2-BR5-v04,A nucleus undergoes a decay process. The particle released carries −1e of charge,2,L2-BR5,charge_plus_a_unchanged,beta,beta,False,False,False,0.8398571014404297,True
L10_F80002,10,abs_effect_size,9,0.75,0,β-discrim,304,CP-L2-06-v01,A nucleus undergoes a decay process. The emitted particle is hadronic with charg,2,CP-L2-06,,alpha,alpha,False,False,False,1.5241069793701172,True
L10_F80002,10,abs_effect_size,10,0.75,0,β-discrim,331,L2-GRAD-B-v04,A nucleus undergoes a decay process. The emitted particle is a lepton carrying −,2,L2-GRAD-B,,beta,beta,False,False,False,0.6412525177001953,True
L10_F83063,10,abs_effect_size,1,0.9375,3,β-discrim,462,AUX-P5-v01,A nucleus undergoes a decay process. The emitted particle contains multiple nucl,AUX,AUX-P5,,alpha,alpha,False,False,True,1.894887924194336,True
L10_F83063,10,abs_effect_size,2,0.8125,3,β-discrim,259,L2-BR4-v04,A nucleus undergoes a decay process. The emitted particle has charge −1e and the,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2100200653076172,True
L10_F83063,10,abs_effect_size,3,0.75,3,β-discrim,229,L2-BR1-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and A rem",2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.7489938735961914,True
L10_F83063,10,abs_effect_size,4,0.75,3,β-discrim,233,L2-BR1-v06,A nucleus undergoes a decay process. The decay shifts the element one place to t,2,L2-BR1,z_plus1_a_unchanged,beta,beta,False,False,False,0.6579227447509766,True
L10_F83063,10,abs_effect_size,5,0.75,3,β-discrim,258,L2-BR4-v03,A nucleus undergoes a decay process. A negatively charged particle is emitted an,2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.9925098419189452,True
L10_F83063,10,abs_effect_size,6,0.75,3,β-discrim,304,CP-L2-06-v01,A nucleus undergoes a decay process. The emitted particle is hadronic with charg,2,CP-L2-06,,alpha,alpha,False,False,False,1.5241069793701172,True
L10_F83063,10,abs_effect_size,7,0.75,3,β-discrim,331,L2-GRAD-B-v04,A nucleus undergoes a decay process. The emitted particle is a lepton carrying −,2,L2-GRAD-B,,beta,beta,False,False,False,0.6412525177001953,True
L10_F83063,10,abs_effect_size,8,0.75,3,β-discrim,432,AUX-B9-v01,"A nucleus undergoes a decay process. The emitted particle leaves a longer, thinn",AUX,AUX-B9,,beta,beta,False,False,True,-0.1743030548095703,False
L10_F83063,10,abs_effect_size,9,0.6875,3,β-discrim,81,L1-B2-v08,"A nucleus undergoes a decay process. After this decay, the element moves 1 posit",1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,-0.1432151794433593,False
L10_F83063,10,abs_effect_size,10,0.6875,3,β-discrim,267,L2-BR5-v04,A nucleus undergoes a decay process. The particle released carries −1e of charge,2,L2-BR5,charge_plus_a_unchanged,beta,beta,False,False,False,0.8398571014404297,True
L11_F114815,11,abs_effect_size,1,0.84375,3,β-attr,322,L2-GRAD-A-v01,A nucleus undergoes a decay process. The emitted particle is identical to a heli,2,L2-GRAD-A,,alpha,alpha,False,False,False,2.098173141479492,True
L11_F114815,11,abs_effect_size,2,0.6875,3,β-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L11_F114815,11,abs_effect_size,3,0.5625,3,β-attr,127,KW-A2-v02,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emi,1,KW-A2,,alpha,alpha,False,True,False,1.0479717254638672,True
L11_F114815,11,abs_effect_size,4,0.5625,3,β-attr,295,CP-L2-01-v02,A nucleus undergoes a decay process. The emitted particle has charge −1e and neg,2,CP-L2-01,,beta,beta,False,False,False,0.0389366149902343,True
L11_F114815,11,abs_effect_size,5,0.5625,3,β-attr,309,CP-L2-08-v02,A nucleus undergoes a decay process. A neutron within the nucleus converts into ,2,CP-L2-08,,beta,beta,False,False,False,2.3757896423339844,True
L11_F114815,11,abs_effect_size,6,0.5625,3,β-attr,362,L3-B1-v01,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,L3-B1,lepton_family,beta,beta,False,False,False,0.4964675903320312,True
L11_F114815,11,abs_effect_size,7,0.5625,3,β-attr,365,L3-B1-v04,A nucleus undergoes a decay process. The emitted particle is a member of the lep,3,L3-B1,lepton_family,beta,beta,False,False,False,0.3088512420654297,True
L11_F114815,11,abs_effect_size,8,0.5625,3,β-attr,407,CP-L3-01-v02,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,CP-L3-01,,beta,beta,False,False,False,0.4964675903320312,True
L11_F114815,11,abs_effect_size,9,0.4375,3,β-attr,135,KW-A6-v02,A nucleus undergoes a decay process. An alpha particle is emitted; the daughter ,1,KW-A6,,alpha,alpha,False,True,False,0.88519287109375,True
L11_F114815,11,abs_effect_size,10,0.4375,3,β-attr,339,L3-A1-v06,A nucleus undergoes a decay process. The emitted particle is equivalent to the h,3,L3-A1,helium4_equivalence,alpha,alpha,False,False,False,1.5593786239624023,True
L11_F144890,11,abs_effect_size,1,0.75,3,α-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L11_F144890,11,abs_effect_size,2,0.71875,3,α-attr,322,L2-GRAD-A-v01,A nucleus undergoes a decay process. The emitted particle is identical to a heli,2,L2-GRAD-A,,alpha,alpha,False,False,False,2.098173141479492,True
L11_F144890,11,abs_effect_size,3,0.5625,3,α-attr,295,CP-L2-01-v02,A nucleus undergoes a decay process. The emitted particle has charge −1e and neg,2,CP-L2-01,,beta,beta,False,False,False,0.0389366149902343,True
L11_F144890,11,abs_effect_size,4,0.5625,3,α-attr,309,CP-L2-08-v02,A nucleus undergoes a decay process. A neutron within the nucleus converts into ,2,CP-L2-08,,beta,beta,False,False,False,2.3757896423339844,True
L11_F144890,11,abs_effect_size,5,0.5625,3,α-attr,362,L3-B1-v01,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,L3-B1,lepton_family,beta,beta,False,False,False,0.4964675903320312,True
L11_F144890,11,abs_effect_size,6,0.5625,3,α-attr,365,L3-B1-v04,A nucleus undergoes a decay process. The emitted particle is a member of the lep,3,L3-B1,lepton_family,beta,beta,False,False,False,0.3088512420654297,True
L11_F144890,11,abs_effect_size,7,0.5625,3,α-attr,407,CP-L3-01-v02,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,CP-L3-01,,beta,beta,False,False,False,0.4964675903320312,True
L11_F144890,11,abs_effect_size,8,0.5,3,α-attr,66,L1-B1-v05,"A nucleus undergoes a decay process. The emitted particle has charge −e, where e",1,L1-B1,emitted_charge_minus1,beta,beta,False,False,False,-0.5826644897460938,False
L11_F144890,11,abs_effect_size,9,0.5,3,α-attr,127,KW-A2-v02,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emi,1,KW-A2,,alpha,alpha,False,True,False,1.0479717254638672,True
L11_F144890,11,abs_effect_size,10,0.5,3,α-attr,430,AUX-B7-v01,A nucleus undergoes a decay process. The emitted particle is the same class as t,AUX,AUX-B7,,beta,beta,False,False,True,-0.7480897903442383,False
L11_F151375,11,abs_effect_size,1,0.6875,3,β-attr,322,L2-GRAD-A-v01,A nucleus undergoes a decay process. The emitted particle is identical to a heli,2,L2-GRAD-A,,alpha,alpha,False,False,False,2.098173141479492,True
L11_F151375,11,abs_effect_size,2,0.6875,3,β-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L11_F151375,11,abs_effect_size,3,0.625,3,β-attr,295,CP-L2-01-v02,A nucleus undergoes a decay process. The emitted particle has charge −1e and neg,2,CP-L2-01,,beta,beta,False,False,False,0.0389366149902343,True
L11_F151375,11,abs_effect_size,4,0.59375,3,β-attr,309,CP-L2-08-v02,A nucleus undergoes a decay process. A neutron within the nucleus converts into ,2,CP-L2-08,,beta,beta,False,False,False,2.3757896423339844,True
L11_F151375,11,abs_effect_size,5,0.5625,3,β-attr,365,L3-B1-v04,A nucleus undergoes a decay process. The emitted particle is a member of the lep,3,L3-B1,lepton_family,beta,beta,False,False,False,0.3088512420654297,True
L11_F151375,11,abs_effect_size,6,0.5,3,β-attr,66,L1-B1-v05,"A nucleus undergoes a decay process. The emitted particle has charge −e, where e",1,L1-B1,emitted_charge_minus1,beta,beta,False,False,False,-0.5826644897460938,False
L11_F151375,11,abs_effect_size,7,0.5,3,β-attr,127,KW-A2-v02,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emi,1,KW-A2,,alpha,alpha,False,True,False,1.0479717254638672,True
L11_F151375,11,abs_effect_size,8,0.5,3,β-attr,362,L3-B1-v01,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,L3-B1,lepton_family,beta,beta,False,False,False,0.4964675903320312,True
L11_F151375,11,abs_effect_size,9,0.5,3,β-attr,407,CP-L3-01-v02,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,CP-L3-01,,beta,beta,False,False,False,0.4964675903320312,True
L11_F151375,11,abs_effect_size,10,0.5,3,β-attr,430,AUX-B7-v01,A nucleus undergoes a decay process. The emitted particle is the same class as t,AUX,AUX-B7,,beta,beta,False,False,True,-0.7480897903442383,False
L11_F35425,11,abs_effect_size,1,0.6875,3,α-attr,322,L2-GRAD-A-v01,A nucleus undergoes a decay process. The emitted particle is identical to a heli,2,L2-GRAD-A,,alpha,alpha,False,False,False,2.098173141479492,True
L11_F35425,11,abs_effect_size,2,0.6875,3,α-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L11_F35425,11,abs_effect_size,3,0.59375,3,α-attr,309,CP-L2-08-v02,A nucleus undergoes a decay process. A neutron within the nucleus converts into ,2,CP-L2-08,,beta,beta,False,False,False,2.3757896423339844,True
L11_F35425,11,abs_effect_size,4,0.5625,3,α-attr,295,CP-L2-01-v02,A nucleus undergoes a decay process. The emitted particle has charge −1e and neg,2,CP-L2-01,,beta,beta,False,False,False,0.0389366149902343,True
L11_F35425,11,abs_effect_size,5,0.5625,3,α-attr,365,L3-B1-v04,A nucleus undergoes a decay process. The emitted particle is a member of the lep,3,L3-B1,lepton_family,beta,beta,False,False,False,0.3088512420654297,True
L11_F35425,11,abs_effect_size,6,0.5,3,α-attr,362,L3-B1-v01,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,L3-B1,lepton_family,beta,beta,False,False,False,0.4964675903320312,True
L11_F35425,11,abs_effect_size,7,0.5,3,α-attr,407,CP-L3-01-v02,A nucleus undergoes a decay process. The emitted particle belongs to the lepton ,3,CP-L3-01,,beta,beta,False,False,False,0.4964675903320312,True
L11_F35425,11,abs_effect_size,8,0.46875,3,α-attr,135,KW-A6-v02,A nucleus undergoes a decay process. An alpha particle is emitted; the daughter ,1,KW-A6,,alpha,alpha,False,True,False,0.88519287109375,True
L11_F35425,11,abs_effect_size,9,0.4375,3,α-attr,66,L1-B1-v05,"A nucleus undergoes a decay process. The emitted particle has charge −e, where e",1,L1-B1,emitted_charge_minus1,beta,beta,False,False,False,-0.5826644897460938,False
L11_F35425,11,abs_effect_size,10,0.4375,3,α-attr,127,KW-A2-v02,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emi,1,KW-A2,,alpha,alpha,False,True,False,1.0479717254638672,True
L12_F2451,12,abs_effect_size,1,0.5,3,α-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L12_F2451,12,abs_effect_size,2,0.4375,3,α-attr,271,L2-BR6-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and an an",2,L2-BR6,z_plus1_with_antineutrino,beta,beta,False,False,False,0.5969276428222656,True
L12_F2451,12,abs_effect_size,3,0.4375,3,α-attr,425,AUX-B2-v01,A nucleus undergoes a decay process. The decay is driven by the same fundamental,AUX,AUX-B2,,beta,beta,False,False,True,-1.0413331985473633,False
L12_F2451,12,abs_effect_size,4,0.375,3,α-attr,79,L1-B2-v06,A nucleus undergoes a decay process. The decay increases the proton count of the,1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,1.0893526077270508,True
L12_F2451,12,abs_effect_size,5,0.375,3,α-attr,115,L1-B5-v08,A nucleus undergoes a decay process. The emitted particle has a rest mass that i,1,L1-B5,emitted_mass_negligible,beta,beta,False,False,False,-0.5279254913330078,False
L12_F2451,12,abs_effect_size,6,0.375,3,α-attr,117,L1-B6-v02,"A nucleus undergoes a decay process. After the decay, the neutron count of the n",1,L1-B6,daughter_n_minus1,beta,beta,False,False,False,-0.2131500244140625,False
L12_F2451,12,abs_effect_size,7,0.375,3,α-attr,261,L2-BR4-v06,"A nucleus undergoes a decay process. The emitted particle carries charge −1e, le",2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2499237060546875,True
L12_F2451,12,abs_effect_size,8,0.3125,3,α-attr,48,L1-A5-v03,A nucleus undergoes a decay process. The emitted particle has a proton count of ,1,L1-A5,emitted_2protons,alpha,alpha,False,False,False,0.8352622985839844,True
L12_F2451,12,abs_effect_size,9,0.3125,3,α-attr,74,L1-B2-v01,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1,1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,0.1818199157714843,True
L12_F2451,12,abs_effect_size,10,0.3125,3,α-attr,89,L1-B3-v04,A nucleus undergoes a decay process. The total nucleon count does not change dur,1,L1-B3,daughter_a_unchanged,beta,beta,False,False,False,-1.212850570678711,False
L12_F60,12,abs_effect_size,1,0.59375,3,β-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L12_F60,12,abs_effect_size,2,0.5,3,β-attr,79,L1-B2-v06,A nucleus undergoes a decay process. The decay increases the proton count of the,1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,1.0893526077270508,True
L12_F60,12,abs_effect_size,3,0.5,3,β-attr,271,L2-BR6-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and an an",2,L2-BR6,z_plus1_with_antineutrino,beta,beta,False,False,False,0.5969276428222656,True
L12_F60,12,abs_effect_size,4,0.4375,3,β-attr,115,L1-B5-v08,A nucleus undergoes a decay process. The emitted particle has a rest mass that i,1,L1-B5,emitted_mass_negligible,beta,beta,False,False,False,-0.5279254913330078,False
L12_F60,12,abs_effect_size,5,0.4375,3,β-attr,117,L1-B6-v02,"A nucleus undergoes a decay process. After the decay, the neutron count of the n",1,L1-B6,daughter_n_minus1,beta,beta,False,False,False,-0.2131500244140625,False
L12_F60,12,abs_effect_size,6,0.4375,3,β-attr,425,AUX-B2-v01,A nucleus undergoes a decay process. The decay is driven by the same fundamental,AUX,AUX-B2,,beta,beta,False,False,True,-1.0413331985473633,False
L12_F60,12,abs_effect_size,7,0.375,3,β-attr,22,L1-A2-v11,A nucleus undergoes a decay process. The emitted particle has a mass equivalent ,1,L1-A2,emitted_mass4,alpha,alpha,False,False,False,1.6359367370605469,True
L12_F60,12,abs_effect_size,8,0.375,3,β-attr,122,L1-B6-v07,A nucleus undergoes a decay process. The neutron count decreases by 1 during thi,1,L1-B6,daughter_n_minus1,beta,beta,False,False,False,0.2945575714111328,True
L12_F60,12,abs_effect_size,9,0.375,3,β-attr,261,L2-BR4-v06,"A nucleus undergoes a decay process. The emitted particle carries charge −1e, le",2,L2-BR4,charge_plus_z_change,beta,beta,False,False,False,0.2499237060546875,True
L12_F60,12,abs_effect_size,10,0.375,3,β-attr,277,L2-BR6-v08,A nucleus undergoes a decay process. The decay increases Z by 1 and emits an ant,2,L2-BR6,z_plus1_with_antineutrino,beta,beta,False,False,False,1.039690017700195,True
L12_F71226,12,abs_effect_size,1,0.5625,3,β-attr,353,L3-A3-v04,"A nucleus undergoes a decay process. The emitted particle has hadronic mass, not",3,L3-A3,heavy_nuclear_fragment,alpha,alpha,False,False,False,1.6966056823730469,True
L12_F71226,12,abs_effect_size,2,0.4375,3,β-attr,79,L1-B2-v06,A nucleus undergoes a decay process. The decay increases the proton count of the,1,L1-B2,daughter_z_plus1,beta,beta,False,False,False,1.0893526077270508,True
L12_F71226,12,abs_effect_size,3,0.4375,3,β-attr,115,L1-B5-v08,A nucleus undergoes a decay process. The emitted particle has a rest mass that i,1,L1-B5,emitted_mass_negligible,beta,beta,False,False,False,-0.5279254913330078,False
L12_F71226,12,abs_effect_size,4,0.4375,3,β-attr,425,AUX-B2-v01,A nucleus undergoes a decay process. The decay is driven by the same fundamental,AUX,AUX-B2,,beta,beta,False,False,True,-1.0413331985473633,False
L12_F71226,12,abs_effect_size,5,0.375,3,β-attr,117,L1-B6-v02,"A nucleus undergoes a decay process. After the decay, the neutron count of the n",1,L1-B6,daughter_n_minus1,beta,beta,False,False,False,-0.2131500244140625,False
L12_F71226,12,abs_effect_size,6,0.375,3,β-attr,122,L1-B6-v07,A nucleus undergoes a decay process. The neutron count decreases by 1 during thi,1,L1-B6,daughter_n_minus1,beta,beta,False,False,False,0.2945575714111328,True
L12_F71226,12,abs_effect_size,7,0.375,3,β-attr,125,KW-A1-v02,A nucleus undergoes a decay process. An alpha particle with charge +2e is emitte,1,KW-A1,,alpha,alpha,False,True,False,1.2848796844482422,True
L12_F71226,12,abs_effect_size,8,0.375,3,β-attr,271,L2-BR6-v02,"A nucleus undergoes a decay process. After the decay, Z increases by 1 and an an",2,L2-BR6,z_plus1_with_antineutrino,beta,beta,False,False,False,0.5969276428222656,True
L12_F71226,12,abs_effect_size,9,0.375,3,β-attr,277,L2-BR6-v08,A nucleus undergoes a decay process. The decay increases Z by 1 and emits an ant,2,L2-BR6,z_plus1_with_antineutrino,beta,beta,False,False,False,1.039690017700195,True
L12_F71226,12,abs_effect_size,10,0.3125,3,β-attr,12,L1-A2-v01,A nucleus undergoes a decay process. The emitted particle has a mass number of 4,1,L1-A2,emitted_mass4,alpha,alpha,False,False,False,1.6291208267211914,True
L13_F45942,13,abs_effect_size,1,0.75,3,α-attr,426,AUX-B3-v01,A nucleus undergoes a decay process. The decay involves a change in quark flavou,AUX,AUX-B3,,beta,beta,False,False,True,0.8453493118286133,True
L13_F45942,13,abs_effect_size,2,0.59375,3,α-attr,247,L2-BR2-v10,A nucleus undergoes a decay process. A neutron-to-proton conversion occurs withi,2,L2-BR2,neutron_to_proton,beta,beta,False,False,False,1.916086196899414,True
