experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.behaviour,meta.coefficient,meta.n_features,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,1,17,"[151157, 19808]",-1.875,-2.25,-0.375,0.375,0.1999999989333333,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,18,"[152973, 162386, 36517]",-1.875,-1.3125,0.5625,0.5625,0.2999999984,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,19,"[161546, 132248, 73008]",-1.875,-2.375,-0.5,0.5,0.2666666652444444,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,20,"[16317, 41532, 8203, 145235]",-1.875,-2.6875,-0.8125,0.8125,0.4333333310222222,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,21,"[105016, 107804, 45934, 27974]",-1.875,-2.375,-0.5,0.5,0.2666666652444444,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,22,"[156288, 78043, 41906]",-1.875,-2.9375,-1.0625,1.0625,0.5666666636444445,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,23,"[40170, 61192, 83865, 70485, 6889]",-1.875,-2.1875,-0.3125,0.3125,0.1666666657777777,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,24,"[60321, 35447, 145590]",-1.875,-1.875,0.0,0.0,0.0,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,1,25,"[15948, 19816]",-1.875,-2.625,-0.75,0.75,0.3999999978666667,False,graph,,True,"""new"" means roughly the same as", fresh, new,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,10,"[68612, 79308, 101190, 79430]",5.6875,7.96875,2.28125,2.28125,0.4010989003936722,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,11,"[22932, 148703, 77813, 59878, 33438]",5.6875,5.40625,-0.28125,0.28125,0.0494505493636034,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,12,"[83869, 97987, 4447]",5.6875,6.1875,0.5,0.5,0.0879120877575172,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,13,"[136136, 70603, 84047, 140003, 46123, 117585]",5.6875,5.375,-0.3125,0.3125,0.0549450548484482,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,14,"[28821, 111183, 41052, 54906, 66871]",5.6875,6.28125,0.59375,0.59375,0.1043956042120516,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,15,"[127839, 41361, 24958]",5.6875,4.5,-1.1875,1.1875,0.2087912084241033,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,16,"[80755, 88149]",5.6875,5.53125,-0.15625,0.15625,0.0274725274242241,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,17,"[19808, 151157]",5.6875,5.125,-0.5625,0.5625,0.0989010987272068,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,18,"[152973, 36517, 162386]",5.6875,5.0,-0.6875,0.6875,0.1208791206665861,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,19,"[132248, 161546, 73008]",5.6875,5.46875,-0.21875,0.21875,0.0384615383939137,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,20,"[145235, 8203, 16317, 41532]",5.6875,6.125,0.4375,0.4375,0.0769230767878275,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,21,"[27974, 105016, 107804, 45934]",5.6875,5.3125,-0.375,0.375,0.0659340658181379,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,22,"[78043, 41906, 156288]",5.6875,5.3125,-0.375,0.375,0.0659340658181379,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,23,"[6889, 83865, 40170, 70485, 61192]",5.6875,5.84375,0.15625,0.15625,0.0274725274242241,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,24,"[35447, 60321, 145590]",5.6875,4.9375,-0.75,0.75,0.1318681316362758,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,2,25,"[15948, 19816]",5.6875,5.75,0.0625,0.0625,0.0109890109696896,False,graph,,True,"""hot"" is the antonym of", cold, hot,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,10,"[79430, 79308, 68612, 101190]",-2.5625,-0.5,2.0625,2.0625,0.8048780456395004,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,11,"[148703, 77813, 22932, 59878, 33438]",-2.5625,-1.5625,1.0,1.0,0.3902439009161214,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,12,"[83869, 4447, 97987]",-2.5625,-2.15625,0.40625,0.40625,0.1585365847471743,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,13,"[70603, 84047, 117585, 136136, 140003, 46123]",-2.5625,0.0,2.5625,2.5625,0.999999996097561,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,14,"[41052, 111183, 66871, 54906, 28821]",-2.5625,-2.28125,0.28125,0.28125,0.1097560971326591,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,15,"[127839, 24958, 41361]",-2.5625,-2.375,0.1875,0.1875,0.0731707314217727,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,16,"[88149, 80755]",-2.5625,-2.09375,0.46875,0.46875,0.1829268285544319,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,17,"[151157, 19808]",-2.5625,-1.0625,1.5,1.5,0.5853658513741821,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,18,"[152973, 162386, 36517]",-2.5625,-0.8125,1.75,1.75,0.6829268266032124,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,19,"[161546, 132248, 73008]",-2.5625,-2.6875,-0.125,0.125,0.0487804876145151,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,20,"[16317, 8203, 145235, 41532]",-2.5625,-2.8125,-0.25,0.25,0.0975609752290303,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,21,"[27974, 107804, 105016, 45934]",-2.5625,-2.875,-0.3125,0.3125,0.1219512190362879,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,22,"[41906, 156288, 78043]",-2.5625,-3.125,-0.5625,0.5625,0.2195121942653182,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,23,"[6889, 83865, 61192, 70485, 40170]",-2.5625,-3.125,-0.5625,0.5625,0.2195121942653182,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,24,"[35447, 60321, 145590]",-2.5625,-3.25,-0.6875,0.6875,0.2682926818798334,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,3,25,"[15948, 19816]",-2.5625,-3.875,-1.3125,1.3125,0.5121951199524093,False,graph,,True,"A synonym of ""small"" is", tiny, small,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,10,"[68612, 79308, 101190, 79430]",1.4375,1.1875,-0.25,0.25,0.173913042268431,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,11,"[22932, 77813, 59878, 148703, 33438]",1.4375,1.5,0.0625,0.0625,0.0434782605671077,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,12,"[97987, 83869, 4447]",1.4375,1.125,-0.3125,0.3125,0.2173913028355387,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,13,"[136136, 70603, 46123, 117585, 84047, 140003]",1.4375,1.625,0.1875,0.1875,0.1304347817013232,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,14,"[28821, 41052, 111183, 54906, 66871]",1.4375,2.4375,1.0,1.0,0.6956521690737241,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,15,"[41361, 127839, 24958]",1.4375,1.625,0.1875,0.1875,0.1304347817013232,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,16,"[80755, 88149]",1.4375,1.0625,-0.375,0.375,0.2608695634026465,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,17,"[19808, 151157]",1.4375,2.0625,0.625,0.625,0.4347826056710775,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,18,"[152973, 162386, 36517]",1.4375,0.1875,-1.25,1.25,0.8695652113421551,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,19,"[132248, 73008, 161546]",1.4375,1.5,0.0625,0.0625,0.0434782605671077,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,20,"[8203, 41532, 16317, 145235]",1.4375,1.4375,0.0,0.0,0.0,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,21,"[27974, 105016, 45934, 107804]",1.4375,2.21875,0.78125,0.78125,0.5434782570888469,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,22,"[41906, 78043, 156288]",1.4375,1.125,-0.3125,0.3125,0.2173913028355387,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,23,"[6889, 70485, 61192, 83865, 40170]",1.4375,0.4375,-1.0,1.0,0.6956521690737241,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,24,"[35447, 60321, 145590]",1.4375,2.5625,1.125,1.125,0.7826086902079396,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,4,25,"[15948, 19816]",1.4375,1.4375,0.0,0.0,0.0,False,graph,,True,"""facile"" est le contraire de", difficile, facile,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,5,10,"[79308, 68612, 101190, 79430]",6.75,8.3125,1.5625,1.5625,0.2314814811385459,False,graph,,True,"""high"" is the opposite of", low, high,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,5,11,"[22932, 148703, 59878, 33438, 77813]",6.75,6.0625,-0.6875,0.6875,0.1018518517009602,False,graph,,True,"""high"" is the opposite of", low, high,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,5,12,"[97987, 83869, 4447]",6.75,7.1875,0.4375,0.4375,0.0648148147187928,False,graph,,True,"""high"" is the opposite of", low, high,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
ablation_zero,5,13,"[136136, 70603, 46123, 84047, 140003, 117585]",6.75,6.1875,-0.5625,0.5625,0.0833333332098765,False,graph,,True,"""high"" is the opposite of", low, high,zero,,,,,,,,,,,,,,,,,multilingual_antonym,train,4b,80,20260305-003715_multilingual_antonym_train_n80,2026-03-05T00:37:15.983412,True,True
