experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.behaviour,meta.coefficient,meta.n_features,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,1,21,"[45934, 75521]",9.375,9.625,0.25,0.25,0.0266666666382222,False,graph,,True,"The antonym of ""open"" is", closed, open,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,1,22,[41906],9.375,8.3125,-1.0625,1.0625,0.1133333332124444,False,graph,,True,"The antonym of ""open"" is", closed, open,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,1,23,"[83865, 40170]",9.375,7.78125,-1.59375,1.59375,0.1699999998186666,False,graph,,True,"The antonym of ""open"" is", closed, open,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,1,24,"[49489, 34943]",9.375,9.375,0.0,0.0,0.0,False,graph,,True,"The antonym of ""open"" is", closed, open,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,1,25,"[121673, 27813]",9.375,4.78125,-4.59375,4.59375,0.4899999994773333,False,graph,,True,"The antonym of ""open"" is", closed, open,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,10,"[25281, 148569]",8.0,10.125,2.125,2.125,0.2656249996679687,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,11,"[59878, 46537, 107914]",8.0,8.75,0.75,0.75,0.0937499998828124,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,12,"[40178, 4447, 39488, 71563]",8.0,8.25,0.25,0.25,0.0312499999609374,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,13,"[72758, 74172, 54591, 145452, 132137]",8.0,7.15625,-0.84375,0.84375,0.105468749868164,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,14,"[57525, 111183, 59886, 106824]",8.0,8.6875,0.6875,0.6875,0.0859374998925781,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,15,"[24958, 28063, 16555]",8.0,7.71875,-0.28125,0.28125,0.0351562499560546,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,16,[101500],8.0,8.5,0.5,0.5,0.0624999999218749,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,17,"[124447, 108538]",8.0,7.78125,-0.21875,0.21875,0.0273437499658203,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,18,"[149556, 106139]",8.0,7.0,-1.0,1.0,0.1249999998437499,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,19,"[107296, 135640, 124778, 135988, 34170]",8.0,7.96875,-0.03125,0.03125,0.0039062499951171,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,20,"[145235, 97102, 8575]",8.0,8.375,0.375,0.375,0.0468749999414062,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,21,"[45934, 75521]",8.0,8.25,0.25,0.25,0.0312499999609374,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,22,[41906],8.0,7.875,-0.125,0.125,0.0156249999804687,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,23,"[40170, 83865]",8.0,9.5625,1.5625,1.5625,0.1953124997558593,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,24,"[34943, 49489]",8.0,8.4375,0.4375,0.4375,0.0546874999316406,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,2,25,"[27813, 121673]",8.0,8.5625,0.5625,0.5625,0.0703124999121093,False,graph,,True,"""heavy"" is the antonym of", light, heavy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,10,"[25281, 148569]",6.375,6.03125,-0.34375,0.34375,0.0539215685428681,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,11,"[59878, 46537, 107914]",6.375,6.15625,-0.21875,0.21875,0.0343137254363706,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,12,"[4447, 40178, 39488, 71563]",6.375,5.75,-0.625,0.625,0.0980392155324875,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,13,"[54591, 72758, 74172, 132137, 145452]",6.375,5.0,-1.375,1.375,0.2156862741714725,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,14,"[57525, 111183, 59886, 106824]",6.375,6.03125,-0.34375,0.34375,0.0539215685428681,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,15,"[24958, 28063, 16555]",6.375,6.84375,0.46875,0.46875,0.0735294116493656,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,16,[101500],6.375,5.9375,-0.4375,0.4375,0.0686274508727412,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,17,"[124447, 108538]",6.375,7.21875,0.84375,0.84375,0.1323529409688581,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,18,"[149556, 106139]",6.375,6.46875,0.09375,0.09375,0.0147058823298731,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,19,"[107296, 135640, 135988, 124778, 34170]",6.375,6.15625,-0.21875,0.21875,0.0343137254363706,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,20,"[145235, 97102, 8575]",6.375,4.78125,-1.59375,1.59375,0.2499999996078431,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,21,"[45934, 75521]",6.375,6.875,0.5,0.5,0.07843137242599,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,22,[41906],6.375,5.125,-1.25,1.25,0.196078431064975,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,23,"[40170, 83865]",6.375,2.5,-3.875,3.875,0.6078431363014225,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,24,"[49489, 34943]",6.375,4.6875,-1.6875,1.6875,0.2647058819377162,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,3,25,"[121673, 27813]",6.375,3.25,-3.125,3.125,0.4901960776624375,False,graph,,True,"The antonym of ""fast"" is", slow, fast,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,10,"[25281, 148569]",2.0,2.75,0.75,0.75,0.374999998125,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,11,"[59878, 46537, 107914]",2.0,1.5625,-0.4375,0.4375,0.21874999890625,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,12,"[4447, 39488, 40178, 71563]",2.0,-0.25,-2.25,2.25,1.124999994375,True,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,13,"[74172, 54591, 72758, 145452, 132137]",2.0,1.25,-0.75,0.75,0.374999998125,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,14,"[57525, 111183, 106824, 59886]",2.0,3.1875,1.1875,1.1875,0.5937499970312501,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,15,"[24958, 28063, 16555]",2.0,1.4375,-0.5625,0.5625,0.28124999859375,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,16,[101500],2.0,1.9375,-0.0625,0.0625,0.03124999984375,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,17,"[124447, 108538]",2.0,3.75,1.75,1.75,0.8749999956250001,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,18,"[149556, 106139]",2.0,1.625,-0.375,0.375,0.1874999990625,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,19,"[107296, 135640, 135988, 124778, 34170]",2.0,2.75,0.75,0.75,0.374999998125,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,20,"[97102, 145235, 8575]",2.0,1.5625,-0.4375,0.4375,0.21874999890625,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,21,"[45934, 75521]",2.0,3.0625,1.0625,1.0625,0.53124999734375,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,22,[41906],2.0,1.625,-0.375,0.375,0.1874999990625,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,23,"[83865, 40170]",2.0,0.25,-1.75,1.75,0.8749999956250001,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,24,"[49489, 34943]",2.0,3.0,1.0,1.0,0.4999999975,False,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,4,25,"[121673, 27813]",2.0,-1.9375,-3.9375,3.9375,1.9687499901562504,True,graph,,True,"The antonym of ""clean"" is", dirty, clean,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,10,"[25281, 148569]",6.0,6.8125,0.8125,0.8125,0.1354166664409722,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,11,"[59878, 46537, 107914]",6.0,5.5625,-0.4375,0.4375,0.0729166665451388,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,12,"[4447, 39488, 40178, 71563]",6.0,5.75,-0.25,0.25,0.0416666665972222,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,13,"[72758, 74172, 145452, 54591, 132137]",6.0,5.5625,-0.4375,0.4375,0.0729166665451388,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,14,"[57525, 111183, 59886, 106824]",6.0,6.25,0.25,0.25,0.0416666665972222,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,15,"[24958, 28063, 16555]",6.0,5.625,-0.375,0.375,0.0624999998958333,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,16,[101500],6.0,5.65625,-0.34375,0.34375,0.0572916665711805,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,17,"[124447, 108538]",6.0,5.90625,-0.09375,0.09375,0.0156249999739583,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,5,18,"[149556, 106139]",6.0,5.84375,-0.15625,0.15625,0.0260416666232638,False,graph,,True,"""early"" is the opposite of", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
