experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features
patching,0,20,"[145235, 89742, 110274, 16630, 55271]",8.125,8.75,0.625,0.625,0.07692307682840235,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,0,21,"[45934, 75521]",8.125,7.34375,-0.78125,0.78125,0.09615384603550295,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,0,22,"[41906, 55083]",8.125,7.6875,-0.4375,0.4375,0.05384615377988165,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,0,23,"[40170, 83865, 147910, 21775, 156970]",8.125,7.53125,-0.59375,0.59375,0.07307692298698223,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,0,24,"[106340, 133094, 34943, 49489, 105042]",8.125,8.0,-0.125,0.125,0.015384615365680471,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,0,25,"[121673, 70077, 27813, 51608, 60934]",8.125,8.625,0.5,0.5,0.061538461462721884,False,"{'source_prompt': 'The antonym of ""open"" is', 'target_prompt': '""open"" is the opposite of', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 9.375, 'target_margin': 8.125, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,10,"[59805, 25281, 148569, 15096]",9.375,9.125,-0.25,0.25,0.02666666663822222,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,11,"[46537, 148703, 59878, 107914, 36396]",9.375,8.6875,-0.6875,0.6875,0.0733333332551111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,12,"[4447, 40178, 39488, 71563, 68142]",9.375,8.625,-0.75,0.75,0.07999999991466666,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,13,"[72758, 54591, 145452, 74172, 132137]",9.375,8.625,-0.75,0.75,0.07999999991466666,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,14,"[57525, 111183, 106824, 114892, 59886]",9.375,9.5,0.125,0.125,0.01333333331911111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,15,"[28063, 24958, 16555]",9.375,9.5,0.125,0.125,0.01333333331911111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,16,"[101500, 88149]",9.375,8.625,-0.75,0.75,0.07999999991466666,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,17,"[108538, 11599, 124447]",9.375,9.75,0.375,0.375,0.03999999995733333,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,18,"[36517, 106139, 149556, 152305]",9.375,9.5,0.125,0.125,0.01333333331911111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,19,"[107296, 34170, 135988, 135640, 124778]",9.375,9.8125,0.4375,0.4375,0.04666666661688888,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 6, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,20,"[145235, 89742, 110274, 16630, 55271]",9.375,8.6875,-0.6875,0.6875,0.0733333332551111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,21,"[45934, 75521]",9.375,9.125,-0.25,0.25,0.02666666663822222,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,22,"[41906, 55083]",9.375,8.6875,-0.6875,0.6875,0.0733333332551111,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,23,"[40170, 83865, 147910, 21775, 156970]",9.375,7.8125,-1.5625,1.5625,0.16666666648888886,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,24,"[106340, 133094, 34943, 49489, 105042]",9.375,9.625,0.25,0.25,0.02666666663822222,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,1,25,"[121673, 70077, 27813, 51608, 60934]",9.375,4.9375,-4.4375,4.4375,0.4733333328284444,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': 'The antonym of ""open"" is', 'source_correct': ' closed', 'target_correct': ' closed', 'target_incorrect': ' open', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 9.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,10,"[59805, 148569, 25281, 15096]",8.0,10.0,2.0,2.0,0.24999999968749997,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,11,"[59878, 148703, 46537, 36396, 107914]",8.0,8.75,0.75,0.75,0.09374999988281249,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,12,"[40178, 4447, 71563, 39488, 68142]",8.0,8.3125,0.3125,0.3125,0.03906249995117187,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,13,"[74172, 145452, 72758, 54591, 132137]",8.0,7.15625,-0.84375,0.84375,0.10546874986816406,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,14,"[57525, 114892, 111183, 3216, 59886]",8.0,8.75,0.75,0.75,0.09374999988281249,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,15,"[16555, 24958, 28063]",8.0,7.90625,-0.09375,0.09375,0.011718749985351561,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,16,"[88149, 101500]",8.0,8.375,0.375,0.375,0.046874999941406245,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,17,"[108538, 124447, 11599]",8.0,7.84375,-0.15625,0.15625,0.019531249975585935,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,18,"[149556, 106139, 36517, 152305]",8.0,7.21875,-0.78125,0.78125,0.09765624987792967,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,19,"[135640, 107296, 124778, 34170, 135988]",8.0,8.0625,0.0625,0.0625,0.007812499990234374,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 6, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,20,"[97102, 89742, 8575, 145235, 110274]",8.0,8.375,0.375,0.375,0.046874999941406245,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,21,"[45934, 75521]",8.0,8.375,0.375,0.375,0.046874999941406245,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,22,"[41906, 55083]",8.0,7.78125,-0.21875,0.21875,0.02734374996582031,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,23,"[83865, 40170, 147910, 21775, 156970]",8.0,9.0,1.0,1.0,0.12499999984374999,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,24,"[35447, 20391, 34943, 49489, 105042]",8.0,8.375,0.375,0.375,0.046874999941406245,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,2,25,"[121673, 27813, 70077, 60934, 51608]",8.0,8.5625,0.5625,0.5625,0.07031249991210937,False,"{'source_prompt': '""open"" is the opposite of', 'target_prompt': '""heavy"" is the antonym of', 'source_correct': ' closed', 'target_correct': ' light', 'target_incorrect': ' heavy', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 8.125, 'target_margin': 8.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,10,"[148569, 25281, 59805, 15096]",6.375,6.0625,-0.3125,0.3125,0.049019607766243756,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,11,"[148703, 46537, 59878, 107914, 36396]",6.375,6.1875,-0.1875,0.1875,0.02941176465974625,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,12,"[39488, 4447, 40178, 71563, 68142]",6.375,5.40625,-0.96875,0.96875,0.15196078407535563,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,13,"[72758, 54591, 74172, 145452, 132137]",6.375,5.0,-1.375,1.375,0.21568627417147251,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,14,"[57525, 114892, 111183, 59886, 106824]",6.375,6.1875,-0.1875,0.1875,0.02941176465974625,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 7, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,15,"[24958, 28063, 16555]",6.375,6.75,0.375,0.375,0.0588235293194925,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,16,"[101500, 88149]",6.375,5.875,-0.5,0.5,0.07843137242599,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,17,"[11599, 108538, 124447]",6.375,7.21875,0.84375,0.84375,0.13235294096885813,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 3, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
patching,3,18,"[149556, 106139, 36517, 152305]",6.375,6.34375,-0.03125,0.03125,0.004901960776624375,False,"{'source_prompt': '""fast"" is the opposite of', 'target_prompt': 'The antonym of ""fast"" is', 'source_correct': ' slow', 'target_correct': ' slow', 'target_incorrect': ' fast', 'selected_by_diff': True, 'candidate_pool_size': 4, 'source_margin': 6.875, 'target_margin': 6.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1}",graph,,True
