experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.behaviour,meta.coefficient,meta.n_features,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,0,22,"[66669, 57015, 74868, 63036]",3.0,3.625,0.625,0.625,0.2083333326388889,False,The dogs, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,0,23,[91721],3.0,2.875,-0.125,0.125,0.0416666665277777,False,The dogs, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,0,24,"[30233, 161672, 122537]",3.0,1.5625,-1.4375,1.4375,0.4791666650694444,False,The dogs, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,0,25,[37637],3.0,3.4375,0.4375,0.4375,0.1458333328472222,False,The dogs, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,10,"[159221, 126287, 154631]",2.75,3.0,0.25,0.25,0.0909090905785124,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,11,[1564],2.75,3.5625,0.8125,0.8125,0.2954545443801653,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,12,"[146578, 1302, 43835]",2.75,4.625,1.875,1.875,0.681818179338843,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,13,"[50574, 3203, 12706]",2.75,2.75,0.0,0.0,0.0,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,14,[57525],2.75,2.6875,-0.0625,0.0625,0.0227272726446281,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,15,"[127839, 32893, 135551]",2.75,2.8125,0.0625,0.0625,0.0227272726446281,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,16,[33604],2.75,2.8125,0.0625,0.0625,0.0227272726446281,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,17,"[3637, 65581]",2.75,2.375,-0.375,0.375,0.1363636358677686,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,18,[143489],2.75,2.25,-0.5,0.5,0.1818181811570248,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,19,"[68247, 103010, 135661]",2.75,2.75,0.0,0.0,0.0,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,20,"[58760, 146302, 26284, 99485]",2.75,2.625,-0.125,0.125,0.0454545452892562,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,21,[98305],2.75,3.25,0.5,0.5,0.1818181811570248,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,22,"[66669, 57015, 63036, 74868]",2.75,2.9375,0.1875,0.1875,0.0681818179338843,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,23,[91721],2.75,3.25,0.5,0.5,0.1818181811570248,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,24,"[30233, 161672, 122537]",2.75,-3.375,-6.125,6.125,2.2272727191735537,True,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,1,25,[37637],2.75,1.6875,-1.0625,1.0625,0.3863636349586777,False,The flowers, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,10,"[159221, 126287, 154631]",4.9375,3.875,-1.0625,1.0625,0.2151898729818939,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,11,[1564],4.9375,4.5625,-0.375,0.375,0.0759493669347861,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,12,"[146578, 1302, 43835]",4.9375,6.5,1.5625,1.5625,0.3164556955616087,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,13,"[50574, 3203, 12706]",4.9375,4.8125,-0.125,0.125,0.0253164556449287,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,14,[57525],4.9375,4.6875,-0.25,0.25,0.0506329112898574,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,15,"[127839, 32893, 135551]",4.9375,4.0625,-0.875,0.875,0.1772151895145008,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,16,[33604],4.9375,4.125,-0.8125,0.8125,0.1645569616920365,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,17,"[3637, 65581]",4.9375,5.125,0.1875,0.1875,0.037974683467393,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,18,[143489],4.9375,8.5625,3.625,3.625,0.7341772137029322,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,19,"[68247, 103010, 135661]",4.9375,4.3125,-0.625,0.625,0.1265822782246435,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,20,"[58760, 146302, 26284, 99485]",4.9375,4.3125,-0.625,0.625,0.1265822782246435,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,21,[98305],4.9375,5.375,0.4375,0.4375,0.0886075947572504,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,22,"[66669, 57015, 63036, 74868]",4.9375,3.8125,-1.125,1.125,0.2278481008043582,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,23,[91721],4.9375,6.375,1.4375,1.4375,0.29113923991668,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,24,"[30233, 161672, 122537]",4.9375,-1.8125,-6.75,6.75,1.3670886048261497,True,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,2,25,[37637],4.9375,3.8125,-1.125,1.125,0.2278481008043582,False,The flowers, stand, stands,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,10,"[159221, 126287, 154631]",3.1875,3.375,0.1875,0.1875,0.0588235292272203,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,11,[1564],3.1875,2.375,-0.8125,0.8125,0.2549019599846213,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,12,"[146578, 1302, 43835]",3.1875,3.0,-0.1875,0.1875,0.0588235292272203,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,13,"[50574, 12706, 3203]",3.1875,3.25,0.0625,0.0625,0.0196078430757401,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,14,[57525],3.1875,3.125,-0.0625,0.0625,0.0196078430757401,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,15,"[127839, 135551, 32893]",3.1875,3.3125,0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,16,[33604],3.1875,3.3125,0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,17,"[3637, 65581]",3.1875,3.0,-0.1875,0.1875,0.0588235292272203,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,18,[143489],3.1875,3.0625,-0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,19,"[68247, 103010, 135661]",3.1875,3.0625,-0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,20,"[58760, 146302, 26284, 99485]",3.1875,3.0625,-0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,21,[98305],3.1875,2.5625,-0.625,0.625,0.196078430757401,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,22,"[66669, 57015, 74868, 63036]",3.1875,3.0625,-0.125,0.125,0.0392156861514802,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,23,[91721],3.1875,2.6875,-0.5,0.5,0.1568627446059208,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,24,"[30233, 122537, 161672]",3.1875,1.25,-1.9375,1.9375,0.6078431353479431,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,3,25,[37637],3.1875,3.4375,0.25,0.25,0.0784313723029604,False,The engineers, sleep, sleeps,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,10,"[154631, 159221, 126287]",4.0,5.4375,1.4375,1.4375,0.3593749991015625,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,11,[1564],4.0,3.6875,-0.3125,0.3125,0.0781249998046875,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,12,"[146578, 1302, 43835]",4.0,4.4375,0.4375,0.4375,0.1093749997265625,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,13,"[50574, 12706, 3203]",4.0,3.9375,-0.0625,0.0625,0.0156249999609375,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,14,[57525],4.0,3.75,-0.25,0.25,0.06249999984375,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,15,"[127839, 32893, 135551]",4.0,4.3125,0.3125,0.3125,0.0781249998046875,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,16,[33604],4.0,4.3125,0.3125,0.3125,0.0781249998046875,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,17,"[3637, 65581]",4.0,4.625,0.625,0.625,0.156249999609375,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,18,[143489],4.0,4.75,0.75,0.75,0.18749999953125,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,19,"[68247, 103010, 135661]",4.0,3.6875,-0.3125,0.3125,0.0781249998046875,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,20,"[58760, 146302, 26284, 99485]",4.0,3.8125,-0.1875,0.1875,0.0468749998828125,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,21,[98305],4.0,4.125,0.125,0.125,0.031249999921875,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,22,"[66669, 57015, 63036, 74868]",4.0,5.1875,1.1875,1.1875,0.2968749992578125,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,23,[91721],4.0,4.0625,0.0625,0.0625,0.0156249999609375,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,24,"[30233, 161672, 122537]",4.0,-1.5625,-5.5625,5.5625,1.3906249965234376,True,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,4,25,[37637],4.0,3.3125,-0.6875,0.6875,0.1718749995703125,False,The tables, think, thinks,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,10,"[159221, 126287, 154631]",5.25,7.0,1.75,1.75,0.3333333326984127,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,11,[1564],5.25,5.3125,0.0625,0.0625,0.0119047618820861,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,12,"[146578, 1302, 43835]",5.25,5.0,-0.25,0.25,0.0476190475283446,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,13,"[50574, 3203, 12706]",5.25,4.8125,-0.4375,0.4375,0.0833333331746031,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,14,[57525],5.25,5.46875,0.21875,0.21875,0.0416666665873015,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,15,"[127839, 32893, 135551]",5.25,4.9375,-0.3125,0.3125,0.0595238094104308,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,16,[33604],5.25,5.65625,0.40625,0.40625,0.07738095223356,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,17,"[3637, 65581]",5.25,6.875,1.625,1.625,0.3095238089342403,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
ablation_zero,5,18,[143489],5.25,6.28125,1.03125,1.03125,0.1964285710544217,False,The flower, is, are,zero,,,,,,,nan,nan,nan,,,nan,nan,,nan,nan,grammar_agreement,train,4b,80,20260221-193008_grammar_agreement_train_n80,2026-02-21T19:30:08.894970,True,True
