experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features
steering,15,10,"[79430, 68612, 101190, 79308]",-3.65625,-5.125,-1.46875,1.46875,0.4017094006107093,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,16,10,"[79430, 68612, 101190, 79308]",-10.125,-9.0,1.125,1.125,0.11111111100137173,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,17,10,"[79430, 68612, 101190, 79308]",6.09375,4.25,-1.84375,1.84375,0.3025641020675871,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,18,10,"[79430, 68612, 101190, 79308]",9.125,9.875,0.75,0.75,0.08219178073184462,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,19,10,"[79430, 68612, 101190, 79308]",1.4375,-1.1875,-2.625,2.625,1.8260869438185257,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,20,10,"[79430, 68612, 101190, 79308]",5.21875,0.0,-5.21875,5.21875,0.9999999980838323,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,21,10,"[79430, 68612, 101190, 79308]",4.125,4.3125,0.1875,0.1875,0.045454545344352615,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,22,10,"[79430, 68612, 101190, 79308]",-0.375,0.125,0.5,0.5,1.3333332977777788,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,23,10,"[79430, 68612, 101190, 79308]",-5.0625,-3.3125,1.75,1.75,0.34567901166285625,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,24,10,"[79430, 68612, 101190, 79308]",7.375,7.0,-0.375,0.375,0.05084745755817294,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,25,10,"[79430, 68612, 101190, 79308]",-4.0625,-3.5625,0.5,0.5,0.1230769227739645,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,26,10,"[79430, 68612, 101190, 79308]",6.375,4.5,-1.875,1.875,0.29411764659746253,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,27,10,"[79430, 68612, 101190, 79308]",3.65625,0.375,-3.28125,3.28125,0.8974358949813719,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,28,10,"[79430, 68612, 101190, 79308]",7.25,4.25,-3.0,3.0,0.41379310287752674,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,29,10,"[79430, 68612, 101190, 79308]",5.34375,1.96875,-3.375,3.375,0.6315789461865189,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,30,10,"[79430, 68612, 101190, 79308]",0.0,-0.625,-0.625,0.625,62500000.0,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,31,10,"[79430, 68612, 101190, 79308]",4.6875,-3.46875,-8.15625,8.15625,1.739999996288,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,32,10,"[79430, 68612, 101190, 79308]",5.0625,4.375,-0.6875,0.6875,0.13580246886755068,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,33,10,"[79430, 68612, 101190, 79308]",3.09375,2.1875,-0.90625,0.90625,0.29292929198245077,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,34,10,"[79430, 68612, 101190, 79308]",-5.03125,-4.125,0.90625,0.90625,0.1801242232444736,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,35,10,"[79430, 68612, 101190, 79308]",4.6875,3.71875,-0.96875,0.96875,0.20666666622577778,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,36,10,"[79430, 68612, 101190, 79308]",1.5625,1.625,0.0625,0.0625,0.039999999744,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,37,10,"[79430, 68612, 101190, 79308]",-4.40625,-4.96875,-0.5625,0.5625,0.12765957417836124,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,38,10,"[79430, 68612, 101190, 79308]",2.21875,1.96875,-0.25,0.25,0.11267605583019243,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,39,10,"[79430, 68612, 101190, 79308]",-0.25,-0.5625,-0.3125,0.3125,1.249999950000002,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,40,10,"[79430, 68612, 101190, 79308]",-9.75,-10.1875,-0.4375,0.4375,0.04487179482577251,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,41,10,"[79430, 68612, 101190, 79308]",-5.9375,-6.96875,-1.03125,1.03125,0.17368421023379502,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,42,10,"[79430, 68612, 101190, 79308]",6.9375,1.0625,-5.875,5.875,0.8468468456261667,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,43,10,"[79430, 68612, 101190, 79308]",1.1875,0.3125,-0.875,0.875,0.7368420990581719,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,44,10,"[79430, 68612, 101190, 79308]",6.875,5.9375,-0.9375,0.9375,0.13636363616528926,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,45,10,"[79430, 68612, 101190, 79308]",1.25,0.5625,-0.6875,0.6875,0.5499999956,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,46,10,"[79430, 68612, 101190, 79308]",-3.125,-3.3125,-0.1875,0.1875,0.059999999808,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,47,10,"[79430, 68612, 101190, 79308]",-0.4375,-1.75,-1.3125,1.3125,2.9999999314285732,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,48,10,"[79430, 68612, 101190, 79308]",-5.1875,-6.28125,-1.09375,1.09375,0.21084337308753084,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,49,10,"[79430, 68612, 101190, 79308]",0.5625,-0.1875,-0.75,0.75,1.33333330962963,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,50,10,"[79430, 68612, 101190, 79308]",0.5,2.125,1.625,1.625,3.249999935000001,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,51,10,"[79430, 68612, 101190, 79308]",1.34375,0.75,-0.59375,0.59375,0.4418604618280152,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,52,10,"[79430, 68612, 101190, 79308]",4.625,4.0625,-0.5625,0.5625,0.12162162135865595,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,53,10,"[79430, 68612, 101190, 79308]",-3.9375,-3.75,0.1875,0.1875,0.047619047498110356,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,54,10,"[79430, 68612, 101190, 79308]",2.5625,1.0,-1.5625,1.5625,0.6097560951814397,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,55,10,"[79430, 68612, 101190, 79308]",4.65625,5.96875,1.3125,1.3125,0.28187919402549433,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,56,10,"[79430, 68612, 101190, 79308]",-5.09375,-4.78125,0.3125,0.3125,0.06134969313109263,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,57,10,"[79430, 68612, 101190, 79308]",-4.6875,-6.34375,-1.65625,1.65625,0.35333333257955557,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,58,10,"[79430, 68612, 101190, 79308]",2.8125,3.09375,0.28125,0.28125,0.09999999964444445,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,59,10,"[79430, 68612, 101190, 79308]",2.125,0.4375,-1.6875,1.6875,0.7941176433217993,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,60,10,"[79430, 68612, 101190, 79308]",2.0625,-2.75,-4.8125,4.8125,2.333333322020202,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,61,10,"[79430, 68612, 101190, 79308]",6.875,7.65625,0.78125,0.78125,0.11363636347107438,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,62,10,"[79430, 68612, 101190, 79308]",3.0625,3.65625,0.59375,0.59375,0.19387755038733862,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,63,10,"[79430, 68612, 101190, 79308]",-1.4375,-1.0,0.4375,0.4375,0.3043478239697543,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,64,10,"[79430, 68612, 101190, 79308]",4.625,4.1875,-0.4375,0.4375,0.09459459439006575,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,65,10,"[79430, 68612, 101190, 79308]",3.46875,3.1875,-0.28125,0.28125,0.08108108084733383,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,66,10,"[79430, 68612, 101190, 79308]",6.0,6.90625,0.90625,0.90625,0.15104166641493055,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,67,10,"[79430, 68612, 101190, 79308]",-4.625,-3.5625,1.0625,1.0625,0.2297297292330168,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,68,10,"[79430, 68612, 101190, 79308]",-0.875,-1.625,-0.75,0.75,0.8571428473469388,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,69,10,"[79430, 68612, 101190, 79308]",1.96875,1.5625,-0.40625,0.40625,0.20634920530108342,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,70,10,"[79430, 68612, 101190, 79308]",-2.25,-2.6875,-0.4375,0.4375,0.19444444358024693,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,71,10,"[79430, 68612, 101190, 79308]",-2.59375,-1.21875,1.375,1.375,0.5301204798838729,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,72,10,"[79430, 68612, 101190, 79308]",5.34375,1.4375,-3.90625,3.90625,0.7309941506788413,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,73,10,"[79430, 68612, 101190, 79308]",5.125,2.34375,-2.78125,2.78125,0.5426829257703748,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,74,10,"[79430, 68612, 101190, 79308]",0.5625,-1.0,-1.5625,1.5625,2.7777777283950624,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,75,10,"[79430, 68612, 101190, 79308]",6.75,5.75,-1.0,1.0,0.1481481479286694,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,76,10,"[79430, 68612, 101190, 79308]",3.1875,2.625,-0.5625,0.5625,0.1764705876816609,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,77,10,"[79430, 68612, 101190, 79308]",-6.78125,-6.4375,0.34375,0.34375,0.05069124416487927,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,78,10,"[79430, 68612, 101190, 79308]",3.0625,0.875,-2.1875,2.1875,0.7142857119533528,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,79,10,"[79430, 68612, 101190, 79308]",-0.6875,-2.1875,-1.5,1.5,2.181818150082645,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 4}",graph,,True
steering,0,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-2.25,-1.4375,0.8125,0.8125,0.36111110950617287,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,1,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-1.875,-2.5,-0.625,0.625,0.33333333155555556,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,2,11,"[33438, 59878, 86428, 77813, 22932, 148703]",5.6875,2.34375,-3.34375,3.34375,0.5879120868783964,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,3,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-2.5625,-0.625,1.9375,1.9375,0.7560975580249851,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,4,11,"[33438, 59878, 86428, 77813, 22932, 148703]",1.4375,0.5625,-0.875,0.875,0.6086956479395086,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,5,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.75,6.53125,-0.21875,0.21875,0.032407407359396435,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,6,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.65625,6.90625,0.25,0.25,0.037558685389583193,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,7,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-1.875,-1.6875,0.1875,0.1875,0.09999999946666667,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,8,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-5.03125,-6.46875,-1.4375,1.4375,0.2857142851464064,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,9,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-3.46875,-3.25,0.21875,0.21875,0.06306306288125964,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,10,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-2.875,-4.25,-1.375,1.375,0.47826086790170136,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,11,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-4.59375,-4.71875,-0.125,0.125,0.02721088429450692,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,12,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-1.6875,-2.375,-0.6875,0.6875,0.4074074049931413,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,13,11,"[33438, 59878, 86428, 77813, 22932, 148703]",0.75,0.5,-0.25,0.25,0.33333332888888895,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,14,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-4.1875,-3.625,0.5625,0.5625,0.13432835788817107,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,15,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-3.65625,-4.6875,-1.03125,1.03125,0.28205128127985973,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,16,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-10.125,-10.0,0.125,0.125,0.012345679000152415,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,17,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.09375,5.03125,-1.0625,1.0625,0.1743589740728468,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,18,11,"[33438, 59878, 86428, 77813, 22932, 148703]",9.125,9.5625,0.4375,0.4375,0.04794520542690936,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,19,11,"[33438, 59878, 86428, 77813, 22932, 148703]",1.4375,-0.375,-1.8125,1.8125,1.260869556446125,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,20,11,"[33438, 59878, 86428, 77813, 22932, 148703]",5.21875,2.5,-2.71875,2.71875,0.5209580828340923,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,21,11,"[33438, 59878, 86428, 77813, 22932, 148703]",4.125,5.84375,1.71875,1.71875,0.4166666656565657,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,22,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-0.375,0.6875,1.0625,1.0625,2.8333332577777797,True,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,23,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-5.0625,-5.375,-0.3125,0.3125,0.06172839493979576,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,24,11,"[33438, 59878, 86428, 77813, 22932, 148703]",7.375,6.3125,-1.0625,1.0625,0.14406779641482334,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,25,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-4.0625,-2.625,1.4375,1.4375,0.35384615297514793,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,26,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.375,5.4375,-0.9375,0.9375,0.14705882329873127,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,27,11,"[33438, 59878, 86428, 77813, 22932, 148703]",3.65625,0.3125,-3.34375,3.34375,0.9145299120286362,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,28,11,"[33438, 59878, 86428, 77813, 22932, 148703]",7.25,5.15625,-2.09375,2.09375,0.28879310304994055,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,29,11,"[33438, 59878, 86428, 77813, 22932, 148703]",5.34375,1.625,-3.71875,3.71875,0.695906431446257,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,30,11,"[33438, 59878, 86428, 77813, 22932, 148703]",0.0,0.875,0.875,0.875,87500000.0,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,31,11,"[33438, 59878, 86428, 77813, 22932, 148703]",4.6875,3.40625,-1.28125,1.28125,0.2733333327502222,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,32,11,"[33438, 59878, 86428, 77813, 22932, 148703]",5.0625,4.4375,-0.625,0.625,0.12345678987959152,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,33,11,"[33438, 59878, 86428, 77813, 22932, 148703]",3.09375,3.0,-0.09375,0.09375,0.030303030205081113,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,34,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-5.03125,-4.125,0.90625,0.90625,0.1801242232444736,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,35,11,"[33438, 59878, 86428, 77813, 22932, 148703]",4.6875,2.8125,-1.875,1.875,0.3999999991466667,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,36,11,"[33438, 59878, 86428, 77813, 22932, 148703]",1.5625,2.625,1.0625,1.0625,0.6799999956480001,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,37,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-4.40625,-4.0,0.40625,0.40625,0.09219858135103869,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,38,11,"[33438, 59878, 86428, 77813, 22932, 148703]",2.21875,0.96875,-1.25,1.25,0.5633802791509621,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,39,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-0.25,-0.5,-0.25,0.25,0.9999999600000016,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,40,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-9.75,-9.375,0.375,0.375,0.03846153842209073,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,41,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-5.9375,-5.4375,0.5,0.5,0.08421052617396121,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,42,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.9375,6.4375,-0.5,0.5,0.0720720719681844,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,43,11,"[33438, 59878, 86428, 77813, 22932, 148703]",1.1875,3.125,1.9375,1.9375,1.6315789336288091,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,44,11,"[33438, 59878, 86428, 77813, 22932, 148703]",6.875,4.96875,-1.90625,1.90625,0.2772727268694215,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,45,11,"[33438, 59878, 86428, 77813, 22932, 148703]",1.25,1.0625,-0.1875,0.1875,0.1499999988,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,46,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-3.125,-1.9375,1.1875,1.1875,0.37999999878400004,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,47,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-0.4375,-1.8125,-1.375,1.375,3.14285707102041,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,48,11,"[33438, 59878, 86428, 77813, 22932, 148703]",-5.1875,-4.71875,0.46875,0.46875,0.0903614456089418,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
steering,49,11,"[33438, 59878, 86428, 77813, 22932, 148703]",0.5625,1.125,0.5625,0.5625,0.9999999822222224,False,"{'behaviour': 'multilingual_antonym', 'coefficient': 10.0, 'n_features': 6}",graph,,True
